,Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
4096,96,규 서면점,일식,051-8031616,부산광역시 부산진구 부전동 233-4 지상1층,"부산광역시 부산진구 서면로 28-1, 지상1층 (부전동)",387466.711461856,185728.478152697,영업/정상,,부산진구,부전동,부전동 규 서면점,부전동 규 서면점 051-8031616,
4098,98,코지하우스 부산시민공원점,"외국음식전문점(인도,태국등)",051-8687089,부산광역시 부산진구 양정동 511-11,부산광역시 부산진구 동평로 334-2 (양정동),387758.544593482,188055.829052946,영업/정상,,부산진구,양정동,양정동 코지하우스 부산시민공원점,양정동 코지하우스 부산시민공원점 051-8687089,
4099,99,하삼동커피양정점,기타,051-867-0610,부산광역시 부산진구 양정동 525,부산광역시 부산진구 거제대로 26 (양정동),388349.226700145,187729.117956086,영업/정상,,부산진구,양정동,양정동 하삼동커피양정점,양정동 하삼동커피양정점 051-867-0610,
4100,100,BHC당감부암점,호프/통닭,051-802-3379,부산광역시 부산진구 부암동 560-14번지 협성피닉스타운,"부산광역시 부산진구 당감로 108, 협성피닉스타운상가 112동 116호 (부암동)",385507.124840903,187866.898728489,영업/정상,,부산진구,부암동,부암동 BHC당감부암점,부암동 BHC당감부암점 051-802-3379,
4101,101,자매식당,한식,051-851-0869,부산광역시 부산진구 양정동 276-12번지,부산광역시 부산진구 동평로405번길 61 (양정동),388601.653393382,188307.507482787,영업/정상,,부산진구,양정동,양정동 자매식당,양정동 자매식당 051-851-0869,
4106,106,주유소,기타,051-891-7230,부산광역시 부산진구 당감동 888-5번지 청송슈퍼2층,"부산광역시 부산진구 동평로 114-1 (당감동,청송슈퍼2층)",385975.596038048,187098.635869662,영업/정상,,부산진구,당감동,당감동 주유소,당감동 주유소 051-891-7230,
4110,110,씨지브이서면,기타,0519101412,부산광역시 부산진구 전포동 891-38 (6층),"부산광역시 부산진구 동천로 4, 6층 (전포동)",388095.097363087,185326.192499392,영업/정상,,부산진구,전포동,전포동 씨지브이서면,전포동 씨지브이서면 0519101412,
4111,111,비에이치씨초읍연지점,통닭(치킨),051-807-9202,부산광역시 부산진구 초읍동 208-6번지,"부산광역시 부산진구 성지로 94, 지상1 일부층 (초읍동)",386970.815479828,188567.922303059,영업/정상,,부산진구,초읍동,초읍동 비에이치씨초읍연지점,초읍동 비에이치씨초읍연지점 051-807-9202,
4114,114,남경식당,횟집,051-8184895,부산광역시 부산진구 초읍동 224-1번지,부산광역시 부산진구 성지로43번길 67 (초읍동),386993.219224128,188373.386474178,영업/정상,,부산진구,초읍동,초읍동 남경식당,초읍동 남경식당 051-8184895,
4115,115,돈오락 쪽갈비,분식,051-8979395,부산광역시 부산진구 개금동 470-8 외 1필지(1층),"부산광역시 부산진구 개금온정로17번길 47-5 (개금동,외 1필지(1층))",384206.901287383,185829.560141187,영업/정상,,부산진구,개금동,개금동 돈오락 쪽갈비,개금동 돈오락 쪽갈비 051-8979395,
4118,118,자매식당,한식,051-8939991,부산광역시 부산진구 개금동 339-21번지,부산광역시 부산진구 개금본동로 8 (개금동),384482.778814661,186237.663461307,영업/정상,,부산진구,개금동,개금동 자매식당,개금동 자매식당 051-8939991,
4119,119,투다리,호프/통닭,051-8964561,부산광역시 부산진구 가야동 382-3번지,부산광역시 부산진구 대학로 11-9 (가야동),385615.561369904,185803.06219804,영업/정상,,부산진구,가야동,가야동 투다리,가야동 투다리 051-8964561,
4126,126,와이티엔,한식,051-8079041,부산광역시 부산진구 부전동 475-22번지 3층,"부산광역시 부산진구 부전로96번길 44, 3층 (부전동)",387362.416903935,186321.408696264,영업/정상,,부산진구,부전동,부전동 와이티엔,부전동 와이티엔 051-8079041,
4127,127,착한멸치국수,한식,051-807-9223,부산광역시 부산진구 부전동 224-23 지상1층,"부산광역시 부산진구 중앙대로680번길 48, 지상1층 (부전동)",387806.925393896,185733.373703108,영업/정상,,부산진구,부전동,부전동 착한멸치국수,부전동 착한멸치국수 051-807-9223,
4130,130,황제레스토랑,호프/통닭,051-851-9223,부산광역시 부산진구 양정동 116-18 (지하1층),"부산광역시 부산진구 연수로 56 (양정동,(지하1층))",389149.237853759,188174.675787708,영업/정상,,부산진구,양정동,양정동 황제레스토랑,양정동 황제레스토랑 051-851-9223,
4133,133,온채당,한식,051-806-7677,부산광역시 부산진구 전포동 892-20번지 지하3층 홈플러스부산서면점내,"부산광역시 부산진구 동천로 4 (전포동,지하3층 홈플러스부산서면점내)",388011.197829908,185310.70532509,영업/정상,,부산진구,전포동,전포동 온채당,전포동 온채당 051-806-7677,
4136,136,굽네치킨초읍연지점,통닭(치킨),051-904-9292,부산광역시 부산진구 초읍동 496-1번지,부산광역시 부산진구 성지로104번길 46 (초읍동),386932.504870899,188810.195865946,영업/정상,,부산진구,초읍동,초읍동 굽네치킨초읍연지점,초읍동 굽네치킨초읍연지점 051-904-9292,
4137,137,대한시네마,기타,051-8182440,부산광역시 부산진구 부전동 199 (지상3층),"부산광역시 부산진구 중앙대로692번길 16, 3층 (부전동)",387642.939585445,185835.820521423,영업/정상,,부산진구,부전동,부전동 대한시네마,부전동 대한시네마 051-8182440,
4140,140,치킨신드롬전포점,기타,051-802-9249,부산광역시 부산진구 전포동 887-4,"부산광역시 부산진구 동천로 28, 1층 일부호 (전포동)",387879.945569086,185501.857212956,영업/정상,,부산진구,전포동,전포동 치킨신드롬전포점,전포동 치킨신드롬전포점 051-802-9249,
4141,141,아몬드치킨,호프/통닭,051-8027710,부산광역시 부산진구 전포동 188-12번지,부산광역시 부산진구 동성로96번길 8 (전포동),388382.246051417,186404.032303562,영업/정상,,부산진구,전포동,전포동 아몬드치킨,전포동 아몬드치킨 051-8027710,
4142,142,이조곰탕,한식,051-8659848,부산광역시 부산진구 양정동 39-164번지,부산광역시 부산진구 양정로 51 (양정동),389033.084945371,187628.537834406,영업/정상,,부산진구,양정동,양정동 이조곰탕,양정동 이조곰탕 051-8659848,
4144,144,건강장수보리밥,한식,051-8039966,부산광역시 부산진구 부암동 547-0번지,부산광역시 부산진구 백양순환로 81-13 (부암동),385401.027301918,187612.409971249,영업/정상,,부산진구,부암동,부암동 건강장수보리밥,부암동 건강장수보리밥 051-8039966,
4146,146,그집갈비탕,한식,051-866-0009,부산광역시 부산진구 양정동 389-9,부산광역시 부산진구 동평로406번길 39 (양정동),388434.470017857,187842.954379642,영업/정상,,부산진구,양정동,양정동 그집갈비탕,양정동 그집갈비탕 051-866-0009,
4147,147,피자스쿨가야점,분식,051-894-9989,부산광역시 부산진구 가야동 386번지,"부산광역시 부산진구 엄광로 264, 1층 (가야동)",385725.91497505,185749.490770381,영업/정상,,부산진구,가야동,가야동 피자스쿨가야점,가야동 피자스쿨가야점 051-894-9989,
4148,148,고향맛,경양식,051-8031363,부산광역시 부산진구 부전동 255-1,부산광역시 부산진구 중앙대로 711 (부전동),387531.686871663,186068.105206706,영업/정상,,부산진구,부전동,부전동 고향맛,부전동 고향맛 051-8031363,
4153,153,청해수산(직영점),한식,051-8026525,부산광역시 부산진구 부전동 400-7번지,부산광역시 부산진구 새싹로29번길 9 (부전동),387309.827720408,186485.219278204,영업/정상,,부산진구,부전동,부전동 청해수산(직영점),부전동 청해수산(직영점) 051-8026525,
4157,157,맛나감자탕,한식,8086212,부산광역시 부산진구 초읍동 269-7,부산광역시 부산진구 새싹로 208 (초읍동),386606.176167574,188083.750894672,영업/정상,,부산진구,초읍동,초읍동 맛나감자탕,초읍동 맛나감자탕 8086212,
4158,158,에스,경양식,051-8052251,부산광역시 부산진구 부전동 240-2번지,부산광역시 부산진구 중앙대로691번길 17 (부전동),387463.210838309,185849.495989797,영업/정상,,부산진구,부전동,부전동 에스,부전동 에스 051-8052251,
4160,160,고집센그집갈비탕,한식,051-8059042,부산광역시 부산진구 부전동 265-8,부산광역시 부산진구 새싹로8번길 35-6 (부전동),387592.602562006,186474.979994164,영업/정상,,부산진구,부전동,부전동 고집센그집갈비탕,부전동 고집센그집갈비탕 051-8059042,
4161,161,김밥천국,분식,051-896-1256,부산광역시 부산진구 가야동 370-28번지,부산광역시 부산진구 대학로 17 (가야동),385543.465451894,185745.896852681,영업/정상,,부산진구,가야동,가야동 김밥천국,가야동 김밥천국 051-896-1256,
4162,162,풍미,한식,051-807-1004,부산광역시 부산진구 초읍동 337-2,부산광역시 부산진구 성지곡로 38 (초읍동),386523.142088147,189306.771676525,영업/정상,,부산진구,초읍동,초읍동 풍미,초읍동 풍미 051-807-1004,
4164,164,에이6양곱창,한식,051-805-1778,부산광역시 부산진구 부전동 524-7번지 (1층),"부산광역시 부산진구 중앙대로691번길 43 (부전동,(1층))",387331.249442723,185839.309564172,영업/정상,,부산진구,부전동,부전동 에이6양곱창,부전동 에이6양곱창 051-805-1778,
4165,165,카츠모리,분식,051-817-0805,부산광역시 부산진구 가야동 361-67,"부산광역시 부산진구 엄광로 258-1, 1층 (가야동)",385706.023587709,185718.091360848,영업/정상,,부산진구,가야동,가야동 카츠모리,가야동 카츠모리 051-817-0805,
4166,166,"굽네치킨개금1,2동점",통닭(치킨),051-944-4567,부산광역시 부산진구 개금동 554-18,"부산광역시 부산진구 냉정로 188, 1층 (개금동)",384060.435497967,185301.887771054,영업/정상,,부산진구,개금동,"개금동 굽네치킨개금1,2동점","개금동 굽네치킨개금1,2동점 051-944-4567",
4169,169,푸라닭 부산개금점,호프/통닭,051-8979265,부산광역시 부산진구 개금동 618-2,"부산광역시 부산진구 엄광로 30, 상가동 107호 (개금동)",383947.284798286,185065.676609901,영업/정상,,부산진구,개금동,개금동 푸라닭 부산개금점,개금동 푸라닭 부산개금점 051-8979265,
4170,170,돈갈비,한식,051-8976111,부산광역시 부산진구 개금동 447-43번지,부산광역시 부산진구 백양대로 319 (개금동),383699.001789409,185711.400343244,영업/정상,,부산진구,개금동,개금동 돈갈비,개금동 돈갈비 051-8976111,
4171,171,장어마을,식육(숯불구이),051-8966532,부산광역시 부산진구 당감동 282-67,"부산광역시 부산진구 동평로95번길 7, 1층 (당감동)",385765.553210589,187109.340354949,영업/정상,,부산진구,당감동,당감동 장어마을,당감동 장어마을 051-8966532,
4173,173,홍콩반점서면롯데점,중국식,051-8082922,부산광역시 부산진구 부전동 502-25번지 지상2층,"부산광역시 부산진구 가야대로784번길 27, 지상2층 (부전동)",387397.56848219,186057.569367548,영업/정상,,부산진구,부전동,부전동 홍콩반점서면롯데점,부전동 홍콩반점서면롯데점 051-8082922,
4174,174,국가돼지 김치찜,한식,051-8160290,부산광역시 부산진구 부전동 224-20 (1층),"부산광역시 부산진구 동천로 45-5 (부전동,(1층))",387814.759822196,185688.318985918,영업/정상,,부산진구,부전동,부전동 국가돼지 김치찜,부전동 국가돼지 김치찜 051-8160290,
4175,175,153구포국수,한식,051-8046981,부산광역시 부산진구 부전동 198-6,부산광역시 부산진구 신천대로50번길 70 (부전동),387645.404955402,185800.978322475,영업/정상,,부산진구,부전동,부전동 153구포국수,부전동 153구포국수 051-8046981,
4176,176,오늘더돼지갈비,한식,051-8188858,부산광역시 부산진구 부전동 168-223번지,부산광역시 부산진구 중앙대로680번가길 47 (부전동),387705.122197119,185985.097420325,영업/정상,,부산진구,부전동,부전동 오늘더돼지갈비,부전동 오늘더돼지갈비 051-8188858,
4177,177,"물고기,코끼리",경양식,051-8082502,부산광역시 부산진구 부전동 168-174번지,부산광역시 부산진구 중앙대로702번길 23 (부전동),387679.506737023,185974.005313202,영업/정상,,부산진구,부전동,"부전동 물고기,코끼리","부전동 물고기,코끼리 051-8082502",
4180,180,열린공간,호프/통닭,051-8036270,부산광역시 부산진구 부전동 403-1번지,부산광역시 부산진구 서면문화로 44-1 (부전동),387242.112128371,186586.10349889,영업/정상,,부산진구,부전동,부전동 열린공간,부전동 열린공간 051-8036270,
4181,181,김밥천국,분식,8932209,부산광역시 부산진구 개금동 527-189번지,부산광역시 부산진구 엄광로 35 (개금동),383998.447462359,185118.393097436,영업/정상,,부산진구,개금동,개금동 김밥천국,개금동 김밥천국 8932209,
4182,182,할매맛집,분식,6337228,부산광역시 부산진구 범천동 1215-26번지,부산광역시 부산진구 신암로99번길 18 (범천동),386873.11483263,185347.721864151,영업/정상,,부산진구,범천동,범천동 할매맛집,범천동 할매맛집 6337228,
4183,183,원할머니보쌈부산당감점,한식,051895-5302,부산광역시 부산진구 당감동 411-1번지,부산광역시 부산진구 동평로 77 (당감동),385602.639366253,187046.677606872,영업/정상,,부산진구,당감동,당감동 원할머니보쌈부산당감점,당감동 원할머니보쌈부산당감점 051895-5302,
4185,185,가야포차선지국밥,한식,051-802-6515,부산광역시 부산진구 전포동 181-1번지 대우디오빌2  107.108호,"부산광역시 부산진구 전포대로 274 (전포동,대우디오빌2  107.108호)",388153.839025721,186593.504685927,영업/정상,,부산진구,전포동,전포동 가야포차선지국밥,전포동 가야포차선지국밥 051-802-6515,
4188,188,부산애견카페122,한식,051-8094560,부산광역시 부산진구 부전동 450 네오스포,"부산광역시 부산진구 신천대로 122, 4층 (부전동, 네오스포)",387101.414314415,185755.075318015,영업/정상,,부산진구,부전동,부전동 부산애견카페122,부전동 부산애견카페122 051-8094560,
4191,191,옛날통닭,호프/통닭,051-808-8385,부산광역시 부산진구 부암동 346-15번지,"부산광역시 부산진구 동평로 107, 1층 (부암동)",385895.115699016,187115.006783369,영업/정상,,부산진구,부암동,부암동 옛날통닭,부암동 옛날통닭 051-808-8385,
4192,192,일미식당,한식,051-6460542,부산광역시 부산진구 범천동 871-17번지,부산광역시 부산진구 신천대로71번길 37 (범천동),387447.098000061,185113.964667985,영업/정상,,부산진구,범천동,범천동 일미식당,범천동 일미식당 051-6460542,
4197,197,취중진담식당,호프/통닭,051-8982820,부산광역시 부산진구 개금동 618-2번지,"부산광역시 부산진구 엄광로 16, 상가 219동 110호 (개금동, 개금현대아이아파트)",383947.284798286,185065.676609901,영업/정상,,부산진구,개금동,개금동 취중진담식당,개금동 취중진담식당 051-8982820,
4199,199,티바두마리치킨,통닭(치킨),051-852-0916,부산광역시 부산진구 양정동 360-11번지 (1층),"부산광역시 부산진구 진남로 501-1 (양정동,(1층))",388583.817008805,187497.587311695,영업/정상,,부산진구,양정동,양정동 티바두마리치킨,양정동 티바두마리치킨 051-852-0916,
4200,200,녹두밭,한식,051-6317887,부산광역시 부산진구 범천동 847-8번지,부산광역시 부산진구 골드테마길 47 (범천동),387652.920915243,184689.935589624,영업/정상,,부산진구,범천동,범천동 녹두밭,범천동 녹두밭 051-6317887,
4201,201,"장충동왕족발,논보달",기타,051-8627275,부산광역시 부산진구 양정동 362-14번지,부산광역시 부산진구 양지로 7-2 (양정동),388500.040741811,187569.79237221,영업/정상,,부산진구,양정동,"양정동 장충동왕족발,논보달","양정동 장충동왕족발,논보달 051-8627275",
4203,203,불로만숯불바베큐하마정점,호프/통닭,051-8529282,부산광역시 부산진구 양정동 285-25번지,부산광역시 부산진구 해맞이로 11 (양정동),388168.691707171,188236.549107759,영업/정상,,부산진구,양정동,양정동 불로만숯불바베큐하마정점,양정동 불로만숯불바베큐하마정점 051-8529282,
4205,205,삼거리,한식,051-8529474,부산광역시 부산진구 양정동 406-32,부산광역시 부산진구 동평로 407 (양정동),388472.593788482,188045.132124583,영업/정상,,부산진구,양정동,양정동 삼거리,양정동 삼거리 051-8529474,
4207,207,역전할머니맥주1982부산양정점,호프/통닭,051-861-5080,부산광역시 부산진구 양정동 369-13 (1층),"부산광역시 부산진구 동평로420번길 17 (양정동,(1층))",388520.272416393,187879.731412981,영업/정상,,부산진구,양정동,양정동 역전할머니맥주1982부산양정점,양정동 역전할머니맥주1982부산양정점 051-861-5080,
4210,210,지송분식,분식,051-8172992,부산광역시 부산진구 초읍동 219-16번지,부산광역시 부산진구 성지로 64 (초읍동),387111.959264468,188285.75272241,영업/정상,,부산진구,초읍동,초읍동 지송분식,초읍동 지송분식 051-8172992,
4213,213,퓨전포차,통닭(치킨),051-8631159,부산광역시 부산진구 양정동 369-16번지,부산광역시 부산진구 동평로420번길 11 (양정동),388530.833294116,187900.802909083,영업/정상,,부산진구,양정동,양정동 퓨전포차,양정동 퓨전포차 051-8631159,
4217,217,의정부부대찌게,한식,051-8052018,부산광역시 부산진구 부전동 516-18번지 외 1필지,"부산광역시 부산진구 부전로66번길 34 (부전동,외 1필지)",387323.207934792,186004.763228623,영업/정상,,부산진구,부전동,부전동 의정부부대찌게,부전동 의정부부대찌게 051-8052018,
4218,218,주식회사 냉수탕가든,한식,051-8940303,부산광역시 부산진구 가야동 471-2번지 외 1필지,"부산광역시 부산진구 가야공원로 107 (가야동,외 1필지)",384782.899915027,184691.471885602,영업/정상,,부산진구,가야동,가야동 주식회사 냉수탕가든,가야동 주식회사 냉수탕가든 051-8940303,
4219,219,"주식회사냉수탕가든(1,3,4,5,6호동)",한식,051-8913436,부산광역시 부산진구 가야동 471-2번지 외1필지 산41-1,"부산광역시 부산진구 가야공원로 107 (가야동,외1필지 산41-1)",384782.899915027,184691.471885602,영업/정상,,부산진구,가야동,"가야동 주식회사냉수탕가든(1,3,4,5,6호동)","가야동 주식회사냉수탕가든(1,3,4,5,6호동) 051-8913436",
4220,220,시골통돼지볶음 부산당감점,한식,051-8920553,부산광역시 부산진구 당감동 289-33 (1층),"부산광역시 부산진구 동평로100번길 6, 1층 (당감동)",385838.970921014,187036.554404317,영업/정상,,부산진구,당감동,당감동 시골통돼지볶음 부산당감점,당감동 시골통돼지볶음 부산당감점 051-8920553,
4223,223,시골장터,한식,051-8931262,부산광역시 부산진구 당감동 69-1번지,부산광역시 부산진구 가야대로703번길 40 (당감동),386606.836093691,186319.596250778,영업/정상,,부산진구,당감동,당감동 시골장터,당감동 시골장터 051-8931262,
4224,224,처갓집양념치킨개금엘지점,통닭(치킨),051-8964480,부산광역시 부산진구 개금동 463-9번지 외 1필지(1층),"부산광역시 부산진구 백양대로 309 (개금동,외 1필지(1층))",383790.084055152,185743.341413421,영업/정상,,부산진구,개금동,개금동 처갓집양념치킨개금엘지점,개금동 처갓집양념치킨개금엘지점 051-8964480,
4229,229,홍콩반점,중국식,051-8075632,부산광역시 부산진구 부전동 390-34,부산광역시 부산진구 부전로140번길 25 (부전동),387416.037480386,186635.643787176,영업/정상,,부산진구,부전동,부전동 홍콩반점,부전동 홍콩반점 051-8075632,
4231,231,시장식당,한식,051-895-0065,부산광역시 부산진구 개금동 615-16,부산광역시 부산진구 엄광로 15 (개금동),383814.505388622,185126.258747445,영업/정상,,부산진구,개금동,개금동 시장식당,개금동 시장식당 051-895-0065,
4232,232,조방낙지,한식,051-809-1085,부산광역시 부산진구 부암동 70-4번지 외 1필지,"부산광역시 부산진구 시민공원로19번길 7 (부암동,외 1필지)",386867.360927094,186849.23736263,영업/정상,,부산진구,부암동,부암동 조방낙지,부암동 조방낙지 051-809-1085,
4234,234,HS푸드 3세판,분식,051-8037436,부산광역시 부산진구 초읍동 222-5,부산광역시 부산진구 성지로43번길 41 (초읍동),387043.852952778,188265.649550708,영업/정상,,부산진구,초읍동,초읍동 HS푸드 3세판,초읍동 HS푸드 3세판 051-8037436,
4239,239,오시오,호프/통닭,051-803-3338,부산광역시 부산진구 가야동 617-1 보광맨션 102호,"부산광역시 부산진구 냉정로 265, 102호 (가야동, 보광맨션)",384815.70249877,185447.999607816,영업/정상,,부산진구,가야동,가야동 오시오,가야동 오시오 051-803-3338,
4240,240,마마된장서면점,한식,051-924-4008,부산광역시 부산진구 부전동 242-1번지 지상1층,"부산광역시 부산진구 서면로68번길 40, 지상1층 (부전동)",387486.127026314,185945.687636779,영업/정상,,부산진구,부전동,부전동 마마된장서면점,부전동 마마된장서면점 051-924-4008,
4241,241,슈가,호프/통닭,051-816-2114,부산광역시 부산진구 부전동 522-41 (2층),"부산광역시 부산진구 서면로 19-1 (부전동,(2층))",387425.709139263,185640.845473973,영업/정상,,부산진구,부전동,부전동 슈가,부전동 슈가 051-816-2114,
4242,242,개금통닭,통닭(치킨),051-898-0084,부산광역시 부산진구 개금동 171-48번지 번지,"부산광역시 부산진구 냉정로 227 (개금동,번지)",384417.14151438,185434.422523038,영업/정상,,부산진구,개금동,개금동 개금통닭,개금동 개금통닭 051-898-0084,
4243,243,미진축산,식육(숯불구이),051-808-0272,부산광역시 부산진구 부전동 168-74 (1층),"부산광역시 부산진구 동천로85번길 31-5, 1층 (부전동)",387698.362825332,186067.405032321,영업/정상,,부산진구,부전동,부전동 미진축산,부전동 미진축산 051-808-0272,
4250,250,맘스터치,호프/통닭,051-8945502,부산광역시 부산진구 개금동 21-2,부산광역시 부산진구 개금본동로 39 (개금동),384262.970001992,186302.809053194,영업/정상,,부산진구,개금동,개금동 맘스터치,개금동 맘스터치 051-8945502,
4253,253,부산통닭,통닭(치킨),051-8061777,부산광역시 부산진구 부전동 242-32번지,"부산광역시 부산진구 서면로68번길 38, 지상1층 (부전동)",387476.760702088,185944.931555581,영업/정상,,부산진구,부전동,부전동 부산통닭,부전동 부산통닭 051-8061777,
4256,256,썬더치킨(초읍1호점),호프/통닭,051-8178292,부산광역시 부산진구 초읍동 218-2번지,부산광역시 부산진구 성지로 73 (초읍동),387040.029514725,188366.868236577,영업/정상,,부산진구,초읍동,초읍동 썬더치킨(초읍1호점),초읍동 썬더치킨(초읍1호점) 051-8178292,
4260,260,젠,경양식,8617606,부산광역시 부산진구 양정동 362-2번지,부산광역시 부산진구 양지로5번길 12 (양정동),388516.394069723,187617.652331728,영업/정상,,부산진구,양정동,양정동 젠,양정동 젠 8617606,
4261,261,승승삼겹 서면점,일식,051-8188288,부산광역시 부산진구 부전동 172-4 지상2-4층,"부산광역시 부산진구 중앙대로680번가길 34, 지상2-4층 (부전동)",387737.409426845,185908.552891815,영업/정상,,부산진구,부전동,부전동 승승삼겹 서면점,부전동 승승삼겹 서면점 051-8188288,
4264,264,피자나라치킨공주 부산당감점,기타,051-892-9988,부산광역시 부산진구 당감동 369-2,"부산광역시 부산진구 동평로39번길 2, 1층 (당감동)",385231.483562125,186993.985891078,영업/정상,,부산진구,당감동,당감동 피자나라치킨공주 부산당감점,당감동 피자나라치킨공주 부산당감점 051-892-9988,
4265,265,버거스올마이티,식육(숯불구이),051-803-6997,부산광역시 부산진구 부전동 256-8 (1층),"부산광역시 부산진구 서면로68번길 16 (부전동,(1층))",387474.330274707,186062.595929348,영업/정상,,부산진구,부전동,부전동 버거스올마이티,부전동 버거스올마이티 051-803-6997,
4266,266,서면칼국수,한식,051-642-7744,부산광역시 부산진구 범천동 857-11번지 (1층),"부산광역시 부산진구 황령대로7번길 29 (범천동,(1층))",387636.181505468,185254.385150638,영업/정상,,부산진구,범천동,범천동 서면칼국수,범천동 서면칼국수 051-642-7744,
4268,268,곱다,중국식,051-8020302,부산광역시 부산진구 부전동 168-96 지상1-3층,"부산광역시 부산진구 중앙대로680번가길 49, 지상1-3층 (부전동)",387706.806886309,185997.669258925,영업/정상,,부산진구,부전동,부전동 곱다,부전동 곱다 051-8020302,
4271,271,록수정식당,한식,051-6420592,부산광역시 부산진구 범천동 1254-5번지,부산광역시 부산진구 신암로 78-1 (범천동),387104.152544476,185203.135777743,영업/정상,,부산진구,범천동,범천동 록수정식당,범천동 록수정식당 051-6420592,
4272,272,오,경양식,051-895-5553,부산광역시 부산진구 당감동 305-38번지 (2층),"부산광역시 부산진구 당감로 47 (당감동,(2층))",385693.902604164,187085.353685652,영업/정상,,부산진구,당감동,당감동 오,당감동 오 051-895-5553,
4273,273,문가네추어탕,탕류(보신용),051-819-6332,부산광역시 부산진구 부전동 264-4번지,부산광역시 부산진구 부전로152번길 49 (부전동),387487.126019344,186488.251740043,영업/정상,,부산진구,부전동,부전동 문가네추어탕,부전동 문가네추어탕 051-819-6332,
4274,274,성지곡식당,한식,051-8175571,부산광역시 부산진구 초읍동 230-13번지,부산광역시 부산진구 초읍천로 101 (초읍동),386275.405408611,188815.813378696,영업/정상,,부산진구,초읍동,초읍동 성지곡식당,초읍동 성지곡식당 051-8175571,
4275,275,락시,기타,051-8918980,부산광역시 부산진구 가야동 382-15번지,"부산광역시 부산진구 대학로 11-14, 1층 (가야동)",385646.50726277,185769.278449174,영업/정상,,부산진구,가야동,가야동 락시,가야동 락시 051-8918980,
4276,276,족발명가,한식,051-8185485,부산광역시 부산진구 부전동 267-21번지 외3필지(상가11호),"부산광역시 부산진구 중앙대로 765 (부전동,외3필지(상가11호))",387706.164657293,186575.914334618,영업/정상,,부산진구,부전동,부전동 족발명가,부전동 족발명가 051-8185485,
4277,277,세븐치킨가야점,기타,051-8924851,부산광역시 부산진구 가야동 44-1,부산광역시 부산진구 가야대로 645 (가야동),386031.259349292,186010.171159372,영업/정상,,부산진구,가야동,가야동 세븐치킨가야점,가야동 세븐치킨가야점 051-8924851,
4282,282,포항물회,횟집,051-804-4070,부산광역시 부산진구 부암동 408-2번지 (지하1층),"부산광역시 부산진구 백양순환로 140-1, 지하1층 (부암동)",385855.521666618,187350.915749257,영업/정상,,부산진구,부암동,부암동 포항물회,부암동 포항물회 051-804-4070,
4286,286,천하반점,중국식,6423359,부산광역시 부산진구 범천동 1291-16,부산광역시 부산진구 신암로25번길 5 (범천동),387255.381614703,184752.667162451,영업/정상,,부산진구,범천동,범천동 천하반점,범천동 천하반점 6423359,
4287,287,밥상,한식,8617737,부산광역시 부산진구 양정동 274-8번지,부산광역시 부산진구 진연로9번길 70 (양정동),388690.704547241,188273.736466837,영업/정상,,부산진구,양정동,양정동 밥상,양정동 밥상 8617737,
4295,295,신암장어,기타,051-635-6460,부산광역시 부산진구 범천동 1183-14번지,부산광역시 부산진구 신암로 131 (범천동),386736.903510354,185588.789474501,영업/정상,,부산진구,범천동,범천동 신암장어,범천동 신암장어 051-635-6460,
4296,296,로타리메기탕,한식,051-804-0199,부산광역시 부산진구 부암동 42-21번지 번지(1층일부),"부산광역시 부산진구 신천대로 288 (부암동,번지(1층일부))",386765.15547957,187297.594133399,영업/정상,,부산진구,부암동,부암동 로타리메기탕,부암동 로타리메기탕 051-804-0199,
4297,297,주당,식육(숯불구이),051-896-8384,부산광역시 부산진구 당감동 716-2 (1층),"부산광역시 부산진구 당감서로 66, 1층 (당감동)",385501.750411042,187121.431876552,영업/정상,,부산진구,당감동,당감동 주당,당감동 주당 051-896-8384,
4298,298,해운대 설렁탕,한식,051-802-1176,부산광역시 부산진구 초읍동 173-20 (1층),"부산광역시 부산진구 성지로 134 (초읍동,(1층))",386668.335619914,188821.077871555,영업/정상,,부산진구,초읍동,초읍동 해운대 설렁탕,초읍동 해운대 설렁탕 051-802-1176,
4299,299,"멕시카나(범일,범천)",기타,051-644-8206,부산광역시 부산진구 범천동 1263-4번지 외1필지(1층일부),"부산광역시 부산진구 신암로71번길 3 (범천동,외1필지(1층일부))",387106.928931948,185106.12054971,영업/정상,,부산진구,범천동,"범천동 멕시카나(범일,범천)","범천동 멕시카나(범일,범천) 051-644-8206",
4302,302,토요코인부산서면,기타,051-896-6085,부산광역시 부산진구 전포동 666-8번지,부산광역시 부산진구 서전로 39 (전포동),388001.943114494,186261.413450396,영업/정상,,부산진구,전포동,전포동 토요코인부산서면,전포동 토요코인부산서면 051-896-6085,
4304,304,짚터범천점,기타,051-6341577,부산광역시 부산진구 범천동 838-5번지,부산광역시 부산진구 범일로142번길 34 (범천동),387783.540538247,184552.386373582,영업/정상,,부산진구,범천동,범천동 짚터범천점,범천동 짚터범천점 051-6341577,
