Unnamed: 0,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2,naver_map_url_df1
318,카페클레이튼,기타,070-88650415,부산광역시 부산진구 양정동 185번지,"부산광역시 부산진구 진연로9번길 42, 1층 (양정동)",388762.6552,188392.9321,영업/정상,,부산진구,양정동,양정동 카페클레이튼,양정동 카페클레이튼 070-88650415,
319,오빠막창(개금주례점),기타,,부산광역시 부산진구 개금동 174-11,"부산광역시 부산진구 가야대로482번길 29-6, 1층 (개금동)",384448.0429,185466.1862,영업/정상,,부산진구,개금동,개금동 오빠막창(개금주례점),개금동 오빠막창(개금주례점) ,
320,삼부자황제갈비살,식육(숯불구이),,부산광역시 부산진구 양정동 388-20,"부산광역시 부산진구 거제대로48번길 17, 1층 (양정동)",388374.9647,187924.6142,영업/정상,,부산진구,양정동,양정동 삼부자황제갈비살,양정동 삼부자황제갈비살 ,
321,흥부네메밀소바막국수,한식,051-894-4425,부산광역시 부산진구 개금동 554-13,"부산광역시 부산진구 냉정로 206, 1층 (개금동)",384211.5822,185354.8996,영업/정상,,부산진구,개금동,개금동 흥부네메밀소바막국수,개금동 흥부네메밀소바막국수 051-894-4425,
322,날마다대박나는집 당감점,한식,,부산광역시 부산진구 부암동 350-2,"부산광역시 부산진구 백양순환로 156, 2층~3층 (부암동)",385891.0483,187215.118,영업/정상,,부산진구,부암동,부암동 날마다대박나는집 당감점,부암동 날마다대박나는집 당감점 ,
323,암소가,한식,,부산광역시 부산진구 당감동 367번지,"부산광역시 부산진구 동평로 44, 1층 (당감동)",385298.8245,186953.0537,영업/정상,,부산진구,당감동,당감동 암소가,당감동 암소가 ,
324,돈꽃,식육(숯불구이),,부산광역시 부산진구 부전동 515-66,"부산광역시 부산진구 부전로 50, 1층 (부전동)",387223.9868,185885.5781,영업/정상,,부산진구,부전동,부전동 돈꽃,부전동 돈꽃 ,
325,부경밀면,분식,,부산광역시 부산진구 가야동 485-1번지,"부산광역시 부산진구 가야공원로 62, 1층 (가야동)",384911.9108,185083.9008,영업/정상,,부산진구,가야동,가야동 부경밀면,가야동 부경밀면 ,
326,영자네아구찜,한식,051-808-5408,부산광역시 부산진구 부암동 680-28번지,"부산광역시 부산진구 가야대로747번길 56, 1층 (부암동)",386975.2901,186501.1508,영업/정상,,부산진구,부암동,부암동 영자네아구찜,부암동 영자네아구찜 051-808-5408,
327,또바기찜닭,기타,0505909-0505,부산광역시 부산진구 당감동 791번지 국제백양아파트,"부산광역시 부산진구 백양관문로 104-1, 국제백양아파트 상가동 지하1층 5호 (당감동)",384741.9234,187364.8994,영업/정상,,부산진구,당감동,당감동 또바기찜닭,당감동 또바기찜닭 0505909-0505,
328,또바(또Bar),기타,,부산광역시 부산진구 양정동 354-9번지,"부산광역시 부산진구 양지로5번길 28, 2층 (양정동)",388554.7922,187689.5689,영업/정상,,부산진구,양정동,양정동 또바(또Bar),양정동 또바(또Bar) ,
329,아델라7서면부전점,기타,051-819-3355,부산광역시 부산진구 부전동 399-1번지,"부산광역시 부산진구 새싹로 27, 1층 (부전동)",387342.5514,186488.4143,영업/정상,,부산진구,부전동,부전동 아델라7서면부전점,부전동 아델라7서면부전점 051-819-3355,
330,조장,식육(숯불구이),051-8080504,부산광역시 부산진구 전포동 206-4,"부산광역시 부산진구 서전로 62, 지상1층 (전포동)",388218.3622,186230.5696,영업/정상,,부산진구,전포동,전포동 조장,전포동 조장 051-8080504,
331,고봉민김밥인부산어린이대공원점,김밥(도시락),051-803-6699,부산광역시 부산진구 초읍동 291-1,"부산광역시 부산진구 성지로 159, 1층 (초읍동)",386421.1043,188879.3978,영업/정상,,부산진구,초읍동,초읍동 고봉민김밥인부산어린이대공원점,초읍동 고봉민김밥인부산어린이대공원점 051-803-6699,
332,흥부식당,한식,051-808-4149,부산광역시 부산진구 부전동 341-65번지,"부산광역시 부산진구 중앙대로769번길 6-3, 1층 (부전동)",387748.5302,186616.0236,영업/정상,,부산진구,부전동,부전동 흥부식당,부전동 흥부식당 051-808-4149,
333,더리터서면시장점,기타,,부산광역시 부산진구 부전동 256-6,"부산광역시 부산진구 서면로 56, 1층 아-29호 (부전동)",387468.4801,185990.3461,영업/정상,,부산진구,부전동,부전동 더리터서면시장점,부전동 더리터서면시장점 ,
334,어오케이커피,기타,,부산광역시 부산진구 부전동 474-57,"부산광역시 부산진구 서면문화로 15, 1층 (부전동)",387354.3569,186343.7402,영업/정상,,부산진구,부전동,부전동 어오케이커피,부전동 어오케이커피 ,
335,만복식당,한식,051-8182445,부산광역시 부산진구 전포동 378-31번지,"부산광역시 부산진구 전포대로132번길 12, 1층 (전포동)",388289.8414,185247.3031,영업/정상,,부산진구,전포동,전포동 만복식당,전포동 만복식당 051-8182445,
336,쫌하는 친구들,호프/통닭,,부산광역시 부산진구 부전동 458-2,"부산광역시 부산진구 신천대로162번길 93-1, 1층일부층 (부전동)",387141.8668,185793.7385,영업/정상,,부산진구,부전동,부전동 쫌하는 친구들,부전동 쫌하는 친구들 ,
337,숙향,한식,051-714-0038,부산광역시 부산진구 범천동 849-2,"부산광역시 부산진구 범일로192번길 10, 대동레미안센트럴시티5 103호 (범천동)",387677.9655,185010.1757,영업/정상,,부산진구,범천동,범천동 숙향,범천동 숙향 051-714-0038,
338,제주옥탑,한식,,부산광역시 부산진구 부전동 168-191,"부산광역시 부산진구 서전로10번길 43, 2,3층 (부전동)",387632.4708,186031.3273,영업/정상,,부산진구,부전동,부전동 제주옥탑,부전동 제주옥탑 ,
339,올드 맨션,한식,051-806-2998,부산광역시 부산진구 전포동 687-18,"부산광역시 부산진구 전포대로209번길 17-6, 1층 (전포동)",388017.4054,185949.9012,영업/정상,,부산진구,전포동,전포동 올드 맨션,전포동 올드 맨션 051-806-2998,
340,키모스호프,호프/통닭,051-852-9880,부산광역시 부산진구 양정동 362-5번지,"부산광역시 부산진구 양지로5번길 6, 2층 (양정동)",388506.5053,187591.9006,영업/정상,,부산진구,양정동,양정동 키모스호프,양정동 키모스호프 051-852-9880,
341,그집뱃살,기타,051-992-0993,부산광역시 부산진구 부전동 168-342,"부산광역시 부산진구 동천로85번길 11, 1층 (부전동)",387781.1063,186060.9364,영업/정상,,부산진구,부전동,부전동 그집뱃살,부전동 그집뱃살 051-992-0993,
342,후발대,식육(숯불구이),051-802-5846,부산광역시 부산진구 부전동 521-25번지,"부산광역시 부산진구 부전로20번길 32-5, 1층 (부전동)",387373.5278,185755.4428,영업/정상,,부산진구,부전동,부전동 후발대,부전동 후발대 051-802-5846,
343,토종생오리농원,기타,051-891-0250,부산광역시 부산진구 당감동 304-18번지 번지 외1필지(1층),"부산광역시 부산진구 당감로50번길 22-4 (당감동,번지 외1필지(1층))",385810.6784,187121.9679,영업/정상,,부산진구,당감동,당감동 토종생오리농원,당감동 토종생오리농원 051-891-0250,
344,찰스부전점,호프/통닭,,부산광역시 부산진구 전포동 657-34,"부산광역시 부산진구 동천로132번길 12, 1층 (전포동)",387901.3272,186554.513,영업/정상,,부산진구,전포동,전포동 찰스부전점,전포동 찰스부전점 ,
345,구워삶기,기타,051-361-1150,부산광역시 부산진구 부전동 168-385번지 번지(1층),"부산광역시 부산진구 중앙대로680번가길 80 (부전동,번지(1층))",387744.6991,186145.31,영업/정상,,부산진구,부전동,부전동 구워삶기,부전동 구워삶기 051-361-1150,
346,부자돼지국밥,기타,,부산광역시 부산진구 부암동 345-1번지,"부산광역시 부산진구 백양순환로 155, 1층 (부암동)",385935.5199,187216.2932,영업/정상,,부산진구,부암동,부암동 부자돼지국밥,부암동 부자돼지국밥 ,
347,디오사 바(diosa Bar),기타,051-809-0019,부산광역시 부산진구 부전동 522-10,"부산광역시 부산진구 서면로 19, 3층 (부전동)",387426.2041,185631.8828,영업/정상,,부산진구,부전동,부전동 디오사 바(diosa Bar),부전동 디오사 바(diosa Bar) 051-809-0019,
348,함흥면옥,한식,051-802-9400,부산광역시 부산진구 초읍동 278-41번지 번지(1층),"부산광역시 부산진구 새싹로 263 (초읍동,번지(1층))",386439.701,188616.3483,영업/정상,,부산진구,초읍동,초읍동 함흥면옥,초읍동 함흥면옥 051-802-9400,
349,사라야,기타,051-8082647,부산광역시 부산진구 부전동 240-4,부산광역시 부산진구 서면로 36 (부전동),387464.4841,185789.8845,영업/정상,,부산진구,부전동,부전동 사라야,부전동 사라야 051-8082647,
350,비에이치씨(BHC)치킨,통닭(치킨),051-863-7757,부산광역시 부산진구 양정동 506-27번지 (1층),"부산광역시 부산진구 범양로125번길 13 (양정동,(1층))",388050.0239,188067.7789,영업/정상,,부산진구,양정동,양정동 비에이치씨(BHC)치킨,양정동 비에이치씨(BHC)치킨 051-863-7757,
351,자갈치1호,기타,051-8161880,부산광역시 부산진구 부전동 150-4번지,부산광역시 부산진구 동천로95번길 10 (부전동),387783.0219,186188.4783,영업/정상,,부산진구,부전동,부전동 자갈치1호,부전동 자갈치1호 051-8161880,
352,본죽(부산초읍점),한식,051-802-6286,부산광역시 부산진구 연지동 353-1번지 세동한신APT 107동상가동 101호,"부산광역시 부산진구 새싹로 183 (연지동, 세동한신APT 107동상가동 101호)",386594.9627,187829.1947,영업/정상,,부산진구,연지동,연지동 본죽(부산초읍점),연지동 본죽(부산초읍점) 051-802-6286,
353,심가네추어탕.보리밥,한식,051-892-8172,부산광역시 부산진구 가야동 611번지 보광맨션상가1호,"부산광역시 부산진구 가야공원로38번길 23 (가야동,보광맨션상가1호)",384784.2558,185292.2896,영업/정상,,부산진구,가야동,가야동 심가네추어탕.보리밥,가야동 심가네추어탕.보리밥 051-892-8172,
354,이찌서면점,식육(숯불구이),051-808-9463,부산광역시 부산진구 부전동 522-10 지상1층,"부산광역시 부산진구 서면로 19, 지상1층 (부전동)",387426.2041,185631.8828,영업/정상,,부산진구,부전동,부전동 이찌서면점,부전동 이찌서면점 051-808-9463,
355,헤라,기타,,부산광역시 부산진구 가야동 596-11번지 번지(2층),"부산광역시 부산진구 가야공원로 32-2 (가야동,번지(2층))",384893.2734,185366.8755,영업/정상,,부산진구,가야동,가야동 헤라,가야동 헤라 ,
356,설레임,식육(숯불구이),051-8022655,부산광역시 부산진구 부전동 233-1번지 (1층 일부),"부산광역시 부산진구 신천대로62번길 59 (부전동,(1층 일부))",387485.4821,185733.5767,영업/정상,,부산진구,부전동,부전동 설레임,부전동 설레임 051-8022655,
357,동방축산 서면본점,한식,051-518-0102,부산광역시 부산진구 부전동 515-14 지상1층,"부산광역시 부산진구 중앙대로691번길 60, 지상1층 (부전동)",387242.7103,185873.9374,영업/정상,,부산진구,부전동,부전동 동방축산 서면본점,부전동 동방축산 서면본점 051-518-0102,
358,사계절밀면,분식,051-8614388,부산광역시 부산진구 양정동 312-9번지,부산광역시 부산진구 중앙대로941번길 44 (양정동),388500.0511,188165.4869,영업/정상,https://pcmap.place.naver.com/restaurant/16756268/review/visitor#,부산진구,양정동,양정동 사계절밀면,양정동 사계절밀면 051-8614388,
359,연정식당,한식,051-8929727,부산광역시 부산진구 가야동 484-22번지,부산광역시 부산진구 엄광로 138 (가야동),384904.7265,185015.7249,영업/정상,,부산진구,가야동,가야동 연정식당,가야동 연정식당 051-8929727,
360,맘스터치양정대학로점,호프/통닭,,부산광역시 부산진구 양정동 362-36번지 (1층),"부산광역시 부산진구 양지로11번길 5 (양정동,(1층))",388507.7903,187554.6152,영업/정상,,부산진구,양정동,양정동 맘스터치양정대학로점,양정동 맘스터치양정대학로점 ,
361,향원식당,한식,051-8921605,부산광역시 부산진구 당감동 252-61번지,부산광역시 부산진구 당감로10번길 9 (당감동),385831.8921,186752.8517,영업/정상,,부산진구,당감동,당감동 향원식당,당감동 향원식당 051-8921605,
362,굽네치킨개금점,한식,051-8923157,부산광역시 부산진구 개금동 470-8번지 18,"부산광역시 부산진구 개금온정로17번길 47-5 (개금동,18)",384206.9013,185829.5601,영업/정상,,부산진구,개금동,개금동 굽네치킨개금점,개금동 굽네치킨개금점 051-8923157,
363,진미각,중국식,051-8915878,부산광역시 부산진구 개금동 540-203번지,부산광역시 부산진구 가야대로454번길 105 (개금동),384192.8019,185113.3241,영업/정상,,부산진구,개금동,개금동 진미각,개금동 진미각 051-8915878,
364,충렬사분식,한식,051-8067738,부산광역시 부산진구 부전동 474-3번지,부산광역시 부산진구 서면문화로 13 (부전동),387359.0776,186336.3512,영업/정상,,부산진구,부전동,부전동 충렬사분식,부전동 충렬사분식 051-8067738,
365,르네상스,한식,051-8620111,부산광역시 부산진구 양정동 357-4번지,부산광역시 부산진구 진남로 504 (양정동),388614.2861,187489.2173,영업/정상,,부산진구,양정동,양정동 르네상스,양정동 르네상스 051-8620111,
366,수영공원돼지국밥(분점),한식,051-8971092,부산광역시 부산진구 가야동 488-5,부산광역시 부산진구 엄광로 128 (가야동),384819.5053,185048.1754,영업/정상,,부산진구,가야동,가야동 수영공원돼지국밥(분점),가야동 수영공원돼지국밥(분점) 051-8971092,
367,바베큐일류잔치집,한식,051-8935186,부산광역시 부산진구 개금동 545-3번지,부산광역시 부산진구 가야대로468번길 55 (개금동),384307.3856,185357.8193,영업/정상,,부산진구,개금동,개금동 바베큐일류잔치집,개금동 바베큐일류잔치집 051-8935186,
368,미화해장국,한식,051-8963871,부산광역시 부산진구 당감동 888-24번지,부산광역시 부산진구 동평로116번길 8 (당감동),385981.969,187076.293,영업/정상,,부산진구,당감동,당감동 미화해장국,당감동 미화해장국 051-8963871,
369,미락,한식,051-6421161,부산광역시 부산진구 범천동 898-2번지,부산광역시 부산진구 범일로125번길 10 (범천동),387565.5572,184436.1451,영업/정상,,부산진구,범천동,범천동 미락,범천동 미락 051-6421161,
370,야접중화포차(양정점),한식,051-852-1040,부산광역시 부산진구 양정동 81-6 (1층),"부산광역시 부산진구 연수로8번길 7, 1층 (양정동)",388750.1903,187946.0012,영업/정상,,부산진구,양정동,양정동 야접중화포차(양정점),양정동 야접중화포차(양정점) 051-852-1040,
371,연지식육식당,한식,051-8188127,부산광역시 부산진구 연지동 72-15번지,부산광역시 부산진구 성지로14번길 8 (연지동),387200.225,187771.5839,영업/정상,,부산진구,연지동,연지동 연지식육식당,연지동 연지식육식당 051-8188127,
372,대구식당,한식,051-636-3937,부산광역시 부산진구 범천동 869-27번지,부산광역시 부산진구 중앙대로 629-7 (범천동),387532.5669,185224.4788,영업/정상,,부산진구,범천동,범천동 대구식당,범천동 대구식당 051-636-3937,
373,놀부부대찌게,한식,051-8689868,부산광역시 부산진구 양정동 364-4번지,부산광역시 부산진구 양지로 10 (양정동),388475.2184,187547.2562,영업/정상,,부산진구,양정동,양정동 놀부부대찌게,양정동 놀부부대찌게 051-8689868,
374,자유시간,한식,051-8922315,부산광역시 부산진구 가야동 454-54번지,부산광역시 부산진구 대학로 74 (가야동),385319.4829,185240.5614,영업/정상,,부산진구,가야동,가야동 자유시간,가야동 자유시간 051-8922315,
375,마라당,분식,051-8098081,부산광역시 부산진구 부전동 219-1번지 지상1층,"부산광역시 부산진구 중앙대로692번길 42, 지상1층 (부전동)",387785.2445,185848.9688,영업/정상,,부산진구,부전동,부전동 마라당,부전동 마라당 051-8098081,
376,만리장성,한식,051-8983298,부산광역시 부산진구 가야동 396-5번지,부산광역시 부산진구 대학로 53-1 (가야동),385380.1022,185421.6126,영업/정상,,부산진구,가야동,가야동 만리장성,가야동 만리장성 051-8983298,
377,벽산식당,한식,051-8952352,부산광역시 부산진구 개금동 566-60번지,부산광역시 부산진구 엄광로62번길 36 (개금동),384194.7079,184920.4534,영업/정상,,부산진구,개금동,개금동 벽산식당,개금동 벽산식당 051-8952352,
378,지코바양정1호점,통닭(치킨),051-8686068,부산광역시 부산진구 양정동 319-15번지,부산광역시 부산진구 동평로405번길 15 (양정동),388477.9743,188108.3568,영업/정상,,부산진구,양정동,양정동 지코바양정1호점,양정동 지코바양정1호점 051-8686068,
379,제이앤제이김밥이야기,분식,051-8929102,부산광역시 부산진구 개금동 362-7번지,부산광역시 부산진구 백양대로238번길 19 (개금동),384326.3729,186176.135,영업/정상,,부산진구,개금동,개금동 제이앤제이김밥이야기,개금동 제이앤제이김밥이야기 051-8929102,
380,수영물총칼국수,한식,051-6341116,부산광역시 부산진구 범천동 877-1 (1층),"부산광역시 부산진구 범일로 185 (범천동,(1층))",387565.5977,185003.8163,영업/정상,,부산진구,범천동,범천동 수영물총칼국수,범천동 수영물총칼국수 051-6341116,
381,육회와사시미,기타,055387-3690,부산광역시 부산진구 초읍동 288-24번지,부산광역시 부산진구 새싹로 272-1 (초읍동),386445.7382,188716.3535,영업/정상,,부산진구,초읍동,초읍동 육회와사시미,초읍동 육회와사시미 055387-3690,
382,후쿠로,일식,051-8067809,부산광역시 부산진구 부전동 519-43,부산광역시 부산진구 중앙대로691번가길 20 (부전동),387249.7785,185941.5922,영업/정상,,부산진구,부전동,부전동 후쿠로,부전동 후쿠로 051-8067809,
383,삼광보리밥,한식,051-8039636,부산광역시 부산진구 부전동 516-67번지 지상1층,"부산광역시 부산진구 부전로66번길 16, 지상1층 (부전동)",387241.6391,186003.2741,영업/정상,,부산진구,부전동,부전동 삼광보리밥,부전동 삼광보리밥 051-8039636,
384,미드나잇하이볼클럽,호프/통닭,,부산광역시 부산진구 전포동 683-8 외1,"부산광역시 부산진구 동천로 72, 2층 (전포동)",387869.713,185948.0919,영업/정상,,부산진구,전포동,전포동 미드나잇하이볼클럽,전포동 미드나잇하이볼클럽 ,
385,삼겹파티,한식,051-8947643,부산광역시 부산진구 가야동 19-1번지,부산광역시 부산진구 가야대로 651 (가야동),386080.7889,186020.8751,영업/정상,,부산진구,가야동,가야동 삼겹파티,가야동 삼겹파티 051-8947643,
386,봉추찜닭,한식,051-8647400,부산광역시 부산진구 양정동 394-3 (1층),"부산광역시 부산진구 거제대로36번길 26 (양정동,(1층))",388423.5644,187785.1943,영업/정상,,부산진구,양정동,양정동 봉추찜닭,양정동 봉추찜닭 051-8647400,
387,급행장,한식,051-8092100,부산광역시 부산진구 부전동 259-27번지 (4층중3층),"부산광역시 부산진구 서면문화로 4, 3층 (부전동)",387451.1092,186262.5867,영업/정상,,부산진구,부전동,부전동 급행장,부전동 급행장 051-8092100,
388,엄마손팥칼국수,한식,051-8959599,부산광역시 부산진구 당감동 479-16번지,부산광역시 부산진구 동평로44번길 62-14 (당감동),385361.1988,186843.1146,영업/정상,,부산진구,당감동,당감동 엄마손팥칼국수,당감동 엄마손팥칼국수 051-8959599,
389,백만김밥/도시락,분식,051-8084262,부산광역시 부산진구 초읍동 171-16,부산광역시 부산진구 성지로 158 (초읍동),386437.2078,188919.695,영업/정상,,부산진구,초읍동,초읍동 백만김밥/도시락,초읍동 백만김밥/도시락 051-8084262,
390,치킨신드롬,호프/통닭,,부산광역시 부산진구 당감동 479-11,부산광역시 부산진구 동평로44번길 62-6 (당감동),385399.0158,186848.8938,영업/정상,,부산진구,당감동,당감동 치킨신드롬,당감동 치킨신드롬 ,
391,맘사랑,분식,051892-9279,부산광역시 부산진구 가야동 416-24,부산광역시 부산진구 대학로 83-1 (가야동),385354.5521,185139.3422,영업/정상,,부산진구,가야동,가야동 맘사랑,가야동 맘사랑 051892-9279,
392,영빈보리밥수제비,한식,051-6444233,부산광역시 부산진구 범천동 858-27번지,부산광역시 부산진구 황령대로17번길 29-11 (범천동),387691.9699,185288.3757,영업/정상,,부산진구,범천동,범천동 영빈보리밥수제비,범천동 영빈보리밥수제비 051-6444233,
393,소문난구포집,한식,051-6423936,부산광역시 부산진구 범천동 858-27번지,부산광역시 부산진구 황령대로17번길 29-11 (범천동),387691.9699,185288.3757,영업/정상,,부산진구,범천동,범천동 소문난구포집,범천동 소문난구포집 051-6423936,
394,미광식당,한식,051-8186695,"부산광역시 부산진구 부전동 267-21번지 ,29,30","부산광역시 부산진구 중앙대로 765 (부전동,,29,30)",387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 미광식당,부전동 미광식당 051-8186695,
395,김밥15시,한식,051-8942945,부산광역시 부산진구 가야동 459-16번지 1층,"부산광역시 부산진구 엄광로 166, 1층 (가야동)",385187.3504,185044.4507,영업/정상,,부산진구,가야동,가야동 김밥15시,가야동 김밥15시 051-8942945,
396,피자샵,경양식,051-8918666,부산광역시 부산진구 개금동 523-33번지,부산광역시 부산진구 복지로 17 (개금동),384039.7878,185461.4613,영업/정상,,부산진구,개금동,개금동 피자샵,개금동 피자샵 051-8918666,
397,늘해랑푸드,중국식,051-8616553,부산광역시 부산진구 양정동 354-10,"부산광역시 부산진구 양지로5번길 24, 지하1층 (양정동)",388543.5623,187674.8518,영업/정상,,부산진구,양정동,양정동 늘해랑푸드,양정동 늘해랑푸드 051-8616553,
398,부산초밥,일식,051-8191688,부산광역시 부산진구 부전동 516-67번지,부산광역시 부산진구 부전로66번길 16 (부전동),387241.6391,186003.2741,영업/정상,,부산진구,부전동,부전동 부산초밥,부전동 부산초밥 051-8191688,
399,빨간벽돌집,기타,,부산광역시 부산진구 가야동 596-7번지,부산광역시 부산진구 가야공원로 30-1 (가야동),384891.477,185393.4241,영업/정상,,부산진구,가야동,가야동 빨간벽돌집,가야동 빨간벽돌집 ,
400,대호반점,중국식,051-8180322,부산광역시 부산진구 부전동 32-5번지,부산광역시 부산진구 범전로5번길 10 (부전동),387886.4484,186907.9569,영업/정상,,부산진구,부전동,부전동 대호반점,부전동 대호반점 051-8180322,
401,한뚝배기,한식,051-8020038,부산광역시 부산진구 부전동 170-32,부산광역시 부산진구 중앙대로692번길 45-4 (부전동),387804.4323,185889.5385,영업/정상,,부산진구,부전동,부전동 한뚝배기,부전동 한뚝배기 051-8020038,
402,듀코비다이너,기타,070-41467760,부산광역시 부산진구 전포동 690-1,부산광역시 부산진구 전포대로199번길 9 (전포동),388063.4918,185858.4579,영업/정상,,부산진구,전포동,전포동 듀코비다이너,전포동 듀코비다이너 070-41467760,
403,골목식당,한식,051-8036224,부산광역시 부산진구 부전동 477-12번지,부산광역시 부산진구 가야대로765번길 14 (부전동),387206.4686,186294.7654,영업/정상,,부산진구,부전동,부전동 골목식당,부전동 골목식당 051-8036224,
404,통영아구찜,한식,051-8194543,부산광역시 부산진구 부전동 266-3번지 (2층),"부산광역시 부산진구 새싹로8번길 30 (부전동,(2층))",387611.295,186424.7263,영업/정상,,부산진구,부전동,부전동 통영아구찜,부전동 통영아구찜 051-8194543,
405,은하식당,한식,051-8180904,부산광역시 부산진구 부전동 267-21번지,부산광역시 부산진구 중앙대로 765 (부전동),387706.1647,186575.9143,영업/정상,,부산진구,부전동,부전동 은하식당,부전동 은하식당 051-8180904,
406,합천국밥,한식,051-8976548,부산광역시 부산진구 당감동 292-118,부산광역시 부산진구 백양대로60번길 64 (당감동),385993.6842,187012.5416,영업/정상,,부산진구,당감동,당감동 합천국밥,당감동 합천국밥 051-8976548,
407,꼼쥬브,기타,051-8521323,부산광역시 부산진구 양정동 319-15번지,부산광역시 부산진구 동평로405번길 15 (양정동),388477.9743,188108.3568,영업/정상,,부산진구,양정동,양정동 꼼쥬브,양정동 꼼쥬브 051-8521323,
408,국민아구찜,한식,051-8928995,부산광역시 부산진구 개금동 554-53번지,부산광역시 부산진구 냉정로 192 (개금동),384088.9828,185314.4974,영업/정상,,부산진구,개금동,개금동 국민아구찜,개금동 국민아구찜 051-8928995,
409,투다리,호프/통닭,051-8630962,부산광역시 부산진구 양정동 93-1번지,부산광역시 부산진구 연수로 24 (양정동),388856.3927,188025.3662,영업/정상,,부산진구,양정동,양정동 투다리,양정동 투다리 051-8630962,
410,엄용백 낙돈,한식,051-807-8161,부산광역시 부산진구 부전동 515-17 지상1층,"부산광역시 부산진구 중앙대로691번가길 29, 지상1층 (부전동)",387216.7167,185989.9703,영업/정상,,부산진구,부전동,부전동 엄용백 낙돈,부전동 엄용백 낙돈 051-807-8161,
411,처갓집양념치킨 당감1호점,한식,051-809-3070,부산광역시 부산진구 부암동 537,부산광역시 부산진구 백양순환로 105 (부암동),385665.4067,187568.051,영업/정상,,부산진구,부암동,부암동 처갓집양념치킨 당감1호점,부암동 처갓집양념치킨 당감1호점 051-809-3070,
412,삼부식당,한식,051-809-8778,부산광역시 부산진구 부암동 80-66,"부산광역시 부산진구 시민공원로19번길 38-6, 2층 (부암동)",386870.1634,186998.2889,영업/정상,,부산진구,부암동,부암동 삼부식당,부암동 삼부식당 051-809-8778,
413,대림숯불갈비,한식,051-892-2049,부산광역시 부산진구 개금동 540-204번지,"부산광역시 부산진구 엄광로 53, 지상1층 (개금동)",384192.2441,185102.2876,영업/정상,,부산진구,개금동,개금동 대림숯불갈비,개금동 대림숯불갈비 051-892-2049,
414,정(情)가네 칼국수와죽,한식,051-8934402,부산광역시 부산진구 개금동 618-3,부산광역시 부산진구 엄광로 36-8 (개금동),383997.3302,185066.7507,영업/정상,,부산진구,개금동,개금동 정(情)가네 칼국수와죽,개금동 정(情)가네 칼국수와죽 051-8934402,
415,동해바다,한식,051-8188292,부산광역시 부산진구 초읍동 219-9번지,부산광역시 부산진구 성지로 72 (초읍동),387082.9659,188360.0362,영업/정상,,부산진구,초읍동,초읍동 동해바다,초읍동 동해바다 051-8188292,
416,금하루,중국식,051-851-9982,부산광역시 부산진구 양정동 319-8번지 (1층),"부산광역시 부산진구 동평로405번길 17 (양정동,(1층))",388484.9105,188119.7827,영업/정상,,부산진구,양정동,양정동 금하루,양정동 금하루 051-851-9982,
417,맥주와 텐텐,식육(숯불구이),,부산광역시 부산진구 부전동 160-8 지상1층,"부산광역시 부산진구 서전로10번길 36, 지상1층 (부전동)",387610.4343,186071.5826,영업/정상,,부산진구,부전동,부전동 맥주와 텐텐,부전동 맥주와 텐텐 ,
418,황제잠수함,한식,051-8021860,부산광역시 부산진구 부전동 534-1번지 지상1층,"부산광역시 부산진구 서면로 16, 지상1층 (부전동)",387480.7883,185589.9716,영업/정상,,부산진구,부전동,부전동 황제잠수함,부전동 황제잠수함 051-8021860,
419,청사포횟집,횟집,051-8642840,부산광역시 부산진구 양정동 10-4번지,부산광역시 부산진구 진남로 584-1 (양정동),389216.5701,187966.1364,영업/정상,,부산진구,양정동,양정동 청사포횟집,양정동 청사포횟집 051-8642840,
420,소토촌추어탕,한식,051-8910076,부산광역시 부산진구 가야동 633-3번지,부산광역시 부산진구 가야공원로14번길 49 (가야동),384641.9293,185519.0729,영업/정상,,부산진구,가야동,가야동 소토촌추어탕,가야동 소토촌추어탕 051-8910076,
421,태백관,중국식,051-8069197,부산광역시 부산진구 부전동 98-10번지,부산광역시 부산진구 서전로9번길 52 (부전동),387796.8279,186460.0983,영업/정상,,부산진구,부전동,부전동 태백관,부전동 태백관 051-8069197,
422,나누리충무김밥,분식,051-8167454,부산광역시 부산진구 부전동 517-12,부산광역시 부산진구 서면로 53 (부전동),387419.275,185983.0978,영업/정상,,부산진구,부전동,부전동 나누리충무김밥,부전동 나누리충무김밥 051-8167454,
423,대가참치서면점,일식,051-8050017,부산광역시 부산진구 부전동 474-131번지,부산광역시 부산진구 부전로96번길 39 (부전동),387349.6513,186336.9137,영업/정상,,부산진구,부전동,부전동 대가참치서면점,부전동 대가참치서면점 051-8050017,
424,장수한방오리&삼계탕,식육(숯불구이),051-6311007,부산광역시 부산진구 범천동 858-64번지,"부산광역시 부산진구 황령대로 9, 2층 (범천동)",387707.6775,185138.7129,영업/정상,,부산진구,범천동,범천동 장수한방오리&삼계탕,범천동 장수한방오리&삼계탕 051-6311007,
425,친구호프,호프/통닭,051-8096366,부산광역시 부산진구 부전동 398-25 (2층),"부산광역시 부산진구 서면문화로 22-1, 2층 (부전동)",387329.6106,186407.5246,영업/정상,,부산진구,부전동,부전동 친구호프,부전동 친구호프 051-8096366,
