,사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
308,네오피자,경양식,,부산광역시 부산진구 양정동 139-2번지,"부산광역시 부산진구 연제로9번길 44-3, 1층 (양정동)",389014.101958847,188209.837588706,영업/정상,https://pcmap.place.naver.com/restaurant/80369712/review/visitor#,부산진구,양정동,양정동 네오피자,양정동 네오피자 
309,더블유더블유컴퍼니(WW Company),한식,,부산광역시 부산진구 가야동 488-6,"부산광역시 부산진구 엄광로 130, 2층 (가야동)",384829.74366729,185044.43865859,영업/정상,,부산진구,가야동,가야동 더블유더블유컴퍼니(WW Company),가야동 더블유더블유컴퍼니(WW Company) 
310,전주남문토종순대국(전포점),한식,,부산광역시 부산진구 전포동 587번지 서면롯데캐슬스카이,"부산광역시 부산진구 전포대로275번길 20, 102동 1층 102,103,104호 (전포동, 서면롯데캐슬스카이)",388023.6240017,186739.937553674,영업/정상,,부산진구,전포동,전포동 전주남문토종순대국(전포점),전포동 전주남문토종순대국(전포점) 
311,가마치통닭,호프/통닭,,부산광역시 부산진구 가야동 382-18,"부산광역시 부산진구 대학로 11-10, 1층 (가야동)",385604.83071014,185784.233106029,영업/정상,,부산진구,가야동,가야동 가마치통닭,가야동 가마치통닭 
312,차이나궁,경양식,,부산광역시 부산진구 전포동 206-15번지,"부산광역시 부산진구 서전로 62-1, 2층 (전포동)",388231.719134744,186233.035706392,영업/정상,,부산진구,전포동,전포동 차이나궁,전포동 차이나궁 
313,연지후,한식,,부산광역시 부산진구 연지동 354-2,"부산광역시 부산진구 동평로183번길 86-3, 지상2층 (연지동)",386603.760322261,187656.253627017,영업/정상,,부산진구,연지동,연지동 연지후,연지동 연지후 
314,영빈루주식회사,중국식,02-7332188,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하2층 (부전동, 롯데백화점 부산본점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 영빈루주식회사,부전동 영빈루주식회사 02-7332188
315,육회말투아웃,한식,051-805-5852,부산광역시 부산진구 부전동 521-25번지 지상1층,"부산광역시 부산진구 부전로20번길 32-5, 지상1층 (부전동)",387373.527786116,185755.442812022,영업/정상,https://pcmap.place.naver.com/restaurant/38549399/review/visitor#,부산진구,부전동,부전동 육회말투아웃,부전동 육회말투아웃 051-805-5852
316,이락김밥,한식,,부산광역시 부산진구 양정동 127-3번지,"부산광역시 부산진구 중앙대로 977, 1층 (양정동)",388853.911491349,188354.802900362,영업/정상,https://pcmap.place.naver.com/restaurant/1502101474/review/visitor#,부산진구,양정동,양정동 이락김밥,양정동 이락김밥 
317,긴타로서면점,일식,051-912-8981,부산광역시 부산진구 부전동 522-15번지 외 1필지 지상1층(중층포함) 미소미빌딩비동,"부산광역시 부산진구 서면로 23, 지상1(중층포함)층 (부전동, 미소미빌딩비동)",387403.18419358,185672.514788927,영업/정상,,부산진구,부전동,부전동 긴타로서면점,부전동 긴타로서면점 051-912-8981
318,페이페이롯데백화점부산본점,중국식,02--34663814,부산광역시 부산진구 부전동 503-15 지하2층 롯데백화점,"부산광역시 부산진구 가야대로 772, 지하2층 (부전동, 롯데백화점)",387271.299492377,186099.137533193,영업/정상,https://pcmap.place.naver.com/restaurant/1018338089/review/visitor#,부산진구,부전동,부전동 페이페이롯데백화점부산본점,부전동 페이페이롯데백화점부산본점 02--34663814
319,착한진돼지국밥,한식,051-8976434,부산광역시 부산진구 개금동 171-129번지,"부산광역시 부산진구 복지로13번길 73-11, 1층 (개금동)",384393.685164956,185589.837693876,영업/정상,https://pcmap.place.naver.com/restaurant/1909963101/review/visitor#,부산진구,개금동,개금동 착한진돼지국밥,개금동 착한진돼지국밥 051-8976434
320,홍대개미 롯데백화점 부산본점,한식,02--15449276,부산광역시 부산진구 부전동 503-15번지 지하2층 롯데백화점,"부산광역시 부산진구 가야대로 772, 지하2층 (부전동, 롯데백화점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 홍대개미 롯데백화점 부산본점,부전동 홍대개미 롯데백화점 부산본점 02--15449276
321,술나방바,경양식,,부산광역시 부산진구 부전동 168-390번지,"부산광역시 부산진구 중앙대로680번가길 80-10, 1층 (부전동)",387752.744978685,186118.177372145,영업/정상,https://pcmap.place.naver.com/restaurant/1254698855/review/visitor#,부산진구,부전동,부전동 술나방바,부전동 술나방바 
322,다혜네주방,한식,,부산광역시 부산진구 당감동 817-46,"부산광역시 부산진구 가야대로691번길 15, 1층 (당감동)",386424.396965888,186154.650297531,영업/정상,,부산진구,당감동,당감동 다혜네주방,당감동 다혜네주방 
323,노랑통닭,통닭(치킨),051-893-9155,부산광역시 부산진구 당감동 755-16번지 1층,"부산광역시 부산진구 당감서로 102, 1층 (당감동)",385378.79753666,187386.389080561,영업/정상,,부산진구,당감동,당감동 노랑통닭,당감동 노랑통닭 051-893-9155
324,쏘맥집,경양식,,부산광역시 부산진구 전포동 664-8,"부산광역시 부산진구 서전로37번길 20, 1층 (전포동)",387993.800617918,186348.549296544,영업/정상,,부산진구,전포동,전포동 쏘맥집,전포동 쏘맥집 
325,도깨비 충무김밥&반찬,김밥(도시락),,부산광역시 부산진구 당감동 817-23번지 1층일부,"부산광역시 부산진구 가야대로681번길 25 (당감동, 1층일부)",386338.914799971,186189.307094083,영업/정상,https://pcmap.place.naver.com/restaurant/64644398/review/visitor#,부산진구,당감동,당감동 도깨비 충무김밥&반찬,당감동 도깨비 충무김밥&반찬 
326,도쿄라운지,기타,,부산광역시 부산진구 당감동 411-1 2층,"부산광역시 부산진구 동평로 77, 2층 (당감동)",385602.639366253,187046.677606872,영업/정상,,부산진구,당감동,당감동 도쿄라운지,당감동 도쿄라운지 
327,한길식당,한식,051-8034133,부산광역시 부산진구 범전동 30-9번지,부산광역시 부산진구 범양로 24-3 (범전동),387894.722421459,187255.880915645,영업/정상,,부산진구,범전동,범전동 한길식당,범전동 한길식당 051-8034133
328,투팍,일식,051-801-9971,"부산광역시 부산진구 부전동 233-16번지 지상1층, 베스트웨스턴UL부산호텔","부산광역시 부산진구 서면로 20, 지상1층 (부전동, 베스트웨스턴UL부산호텔)",387479.399412989,185623.856661782,영업/정상,https://pcmap.place.naver.com/restaurant/1021352725/review/visitor#,부산진구,부전동,부전동 투팍,부전동 투팍 051-801-9971
329,오대오,기타,,부산광역시 부산진구 부전동 156-1 지하1층,"부산광역시 부산진구 서전로10번길 24, 지하1층 (부전동)",387639.169219436,186132.904390823,영업/정상,https://pcmap.place.naver.com/restaurant/1756325151/review/visitor#,부산진구,부전동,부전동 오대오,부전동 오대오 
330,돈스마레,경양식,051-8523356,부산광역시 부산진구 양정동 261-15번지 1층,"부산광역시 부산진구 중앙대로969번길 30-5, 1층 (양정동)",388701.014654112,188380.642771762,영업/정상,https://pcmap.place.naver.com/restaurant/148344973/review/visitor#,부산진구,양정동,양정동 돈스마레,양정동 돈스마레 051-8523356
331,우드사이드,경양식,051-803-2775,"부산광역시 부산진구 부전동 522-15 외 1필지, 지상6층, 미소미빌딩비동","부산광역시 부산진구 서면로 23, 지상6층 (부전동, 미소미빌딩비동)",387403.18419358,185672.514788927,영업/정상,https://pcmap.place.naver.com/restaurant/36666777/review/visitor#,부산진구,부전동,부전동 우드사이드,부전동 우드사이드 051-803-2775
332,황혼(타소가레),기타,,부산광역시 부산진구 전포동 687-18,"부산광역시 부산진구 전포대로209번길 17-6, 2층 (전포동)",388017.405387518,185949.901170966,영업/정상,,부산진구,전포동,전포동 황혼(타소가레),전포동 황혼(타소가레) 
333,찹쌀쫀드기&백쉐프족발,한식,051-6326697,부산광역시 부산진구 범천동 1263-2 외 1필지,"부산광역시 부산진구 신암로 69, 1층 (범천동)",387114.313775203,185115.311525418,영업/정상,https://pcmap.place.naver.com/restaurant/1825190206/review/visitor#,부산진구,범천동,범천동 찹쌀쫀드기&백쉐프족발,범천동 찹쌀쫀드기&백쉐프족발 051-6326697
334,야키쵸리,기타,,부산광역시 부산진구 전포동 671-4번지 외 7필지 1층 107호,"부산광역시 부산진구 전포대로223번길 14-2, 107호 (전포동)",388042.754931335,186133.170463668,영업/정상,https://pcmap.place.naver.com/restaurant/1759128078/review/visitor#,부산진구,전포동,전포동 야키쵸리,전포동 야키쵸리 
335,슬린카츄,기타,,부산광역시 부산진구 부전동 474-106번지,"부산광역시 부산진구 부전로96번길 11, 지상1층 (부전동)",387204.550037348,186332.708999037,영업/정상,https://pcmap.place.naver.com/restaurant/31403337/review/visitor#,부산진구,부전동,부전동 슬린카츄,부전동 슬린카츄 
336,내가찜한닭서면점,한식,,부산광역시 부산진구 부전동 190-5번지 2층,"부산광역시 부산진구 중앙대로692번길 13, 2층 (부전동)",387643.016157416,185879.625872217,영업/정상,,부산진구,부전동,부전동 내가찜한닭서면점,부전동 내가찜한닭서면점 
337,신화민물장어,한식,051-8973365,부산광역시 부산진구 개금동 523-6번지,"부산광역시 부산진구 복지로 22-1, 1층 (개금동)",383994.264832993,185420.240270804,영업/정상,https://pcmap.place.naver.com/restaurant/1987795493/review/visitor#,부산진구,개금동,개금동 신화민물장어,개금동 신화민물장어 051-8973365
338,김가네손칼국수,분식,051-817-3002,부산광역시 부산진구 초읍동 269-11 1층,"부산광역시 부산진구 새싹로 206, 1층 (초읍동)",386602.494619038,188067.720433735,영업/정상,https://pcmap.place.naver.com/restaurant/37972489/review/visitor#,부산진구,초읍동,초읍동 김가네손칼국수,초읍동 김가네손칼국수 051-817-3002
339,돈마니,한식,051-807-3000,부산광역시 부산진구 전포동 890-33 2층,"부산광역시 부산진구 전포대로 169, 2층 (전포동)",388100.781869568,185564.6811243,영업/정상,https://pcmap.place.naver.com/restaurant/54882742/review/visitor#,부산진구,전포동,전포동 돈마니,전포동 돈마니 051-807-3000
340,두끼떡볶이롯데백화점서면점,분식,,부산광역시 부산진구 부전동 503-15번지 롯데백화점부산본점 지하1층,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점부산본점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 두끼떡볶이롯데백화점서면점,부전동 두끼떡볶이롯데백화점서면점 
341,여울,일식,,"부산광역시 부산진구 부전동 168-395 외 1필지(168-396), 지상1층","부산광역시 부산진구 중앙대로680번가길 80-13, 지상1층 (부전동)",387776.018958785,186141.543871563,영업/정상,https://pcmap.place.naver.com/restaurant/1225161681/review/visitor#,부산진구,부전동,부전동 여울,부전동 여울 
342,인어마님,식육(숯불구이),,부산광역시 부산진구 개금동 554-106,부산광역시 부산진구 가야대로482번길 56 (개금동),384413.539738043,185361.805801963,영업/정상,https://pcmap.place.naver.com/restaurant/1432813228/review/visitor#,부산진구,개금동,개금동 인어마님,개금동 인어마님 
343,오즈인더키친,한식,,부산광역시 부산진구 양정동 402-9번지,"부산광역시 부산진구 거제대로 16-8, 2층 (양정동)",388328.95853795,187598.754462673,영업/정상,https://pcmap.place.naver.com/restaurant/1455381674/review/visitor#,부산진구,양정동,양정동 오즈인더키친,양정동 오즈인더키친 
344,칸트커피하우스,경양식,,부산광역시 부산진구 전포동 690-2,"부산광역시 부산진구 서전로46번길 80, 1층 (전포동)",388071.63502405,185836.875840938,영업/정상,https://pcmap.place.naver.com/restaurant/1454171292/review/visitor#,부산진구,전포동,전포동 칸트커피하우스,전포동 칸트커피하우스 
345,동백아가씨1961,분식,,부산광역시 부산진구 전포동 663-5,"부산광역시 부산진구 서전로37번길 18, 1층 (전포동)",387994.694323959,186325.445877687,영업/정상,https://pcmap.place.naver.com/restaurant/52545261/review/visitor#,부산진구,전포동,전포동 동백아가씨1961,전포동 동백아가씨1961 
346,오와,일식,,부산광역시 부산진구 부전동 156-22,"부산광역시 부산진구 중앙대로 722-6, 3층 (부전동)",387613.606422235,186147.676151911,영업/정상,,부산진구,부전동,부전동 오와,부전동 오와 
347,유로실비,호프/통닭,,부산광역시 부산진구 전포동 883-14번지,"부산광역시 부산진구 동천로24번길 4, 1층 (전포동)",387892.76676005,185493.051844995,영업/정상,https://pcmap.place.naver.com/restaurant/739310276/review/visitor#,부산진구,전포동,전포동 유로실비,전포동 유로실비 
348,제이브루스(J.Brews),기타,,부산광역시 부산진구 전포동 664-8번지,"부산광역시 부산진구 서전로37번길 20, 1층 (전포동)",387993.800617918,186348.549296544,영업/정상,https://pcmap.place.naver.com/restaurant/706902969/review/visitor#,부산진구,전포동,전포동 제이브루스(J.Brews),전포동 제이브루스(J.Brews) 
349,수달바,기타,,부산광역시 부산진구 부전동 168-397,"부산광역시 부산진구 중앙대로680번가길 80-11, 1층 (부전동)",387767.246774539,186143.777863888,영업/정상,https://pcmap.place.naver.com/restaurant/1736398306/review/visitor#,부산진구,부전동,부전동 수달바,부전동 수달바 
350,도쿠도쿠야,일식,,부산광역시 부산진구 부전동 168-397번지,"부산광역시 부산진구 중앙대로680번가길 80-11, 2층 (부전동)",387767.246774539,186143.777863888,영업/정상,https://pcmap.place.naver.com/restaurant/509679151/review/visitor#,부산진구,부전동,부전동 도쿠도쿠야,부전동 도쿠도쿠야 
351,시민푸드,한식,,부산광역시 부산진구 전포동 658-1,"부산광역시 부산진구 동천로132번길 10, 지하1층 (전포동)",387883.593390065,186550.363700834,영업/정상,,부산진구,전포동,전포동 시민푸드,전포동 시민푸드 
352,살롱드101,기타,,부산광역시 부산진구 부전동 168-388번지 (지상3층 일부),"부산광역시 부산진구 동천로85번길 22 (부전동,(지상3층 일부))",387730.666442528,186080.991034109,영업/정상,https://pcmap.place.naver.com/restaurant/37996786/review/visitor#,부산진구,부전동,부전동 살롱드101,부전동 살롱드101 
353,한근갈비,한식,051-804-3883,부산광역시 부산진구 부전동 226-5번지 (3층),"부산광역시 부산진구 신천대로50번길 34 (부전동,(3층))",387652.147738185,185627.075152377,영업/정상,https://pcmap.place.naver.com/restaurant/1274613922/review/visitor#,부산진구,부전동,부전동 한근갈비,부전동 한근갈비 051-804-3883
354,프리모,경양식,051-802-2999,부산광역시 부산진구 부암동 80-60번지,"부산광역시 부산진구 시민공원로19번길 24, 2층 (부암동)",386867.820114354,186945.619668002,영업/정상,,부산진구,부암동,부암동 프리모,부암동 프리모 051-802-2999
355,사르르연어육회,한식,,부산광역시 부산진구 부전동 156-44번지 지상1층,"부산광역시 부산진구 서전로10번길 18, 지상1층 (부전동)",387663.83801205,186151.279091502,영업/정상,https://pcmap.place.naver.com/restaurant/1292452516/review/visitor#,부산진구,부전동,부전동 사르르연어육회,부전동 사르르연어육회 
356,케이에프씨부산지오21,경양식,051-8182913,부산광역시 부산진구 전포동 891-38,"부산광역시 부산진구 동천로 4, 1층 1013,1014,1015호 (전포동, 지오플레이스)",388095.097363087,185326.192499392,영업/정상,,부산진구,전포동,전포동 케이에프씨부산지오21,전포동 케이에프씨부산지오21 051-8182913
357,긴타로,기타,051-8084802,부산광역시 부산진구 초읍동 207-18번지 지상1층일부,"부산광역시 부산진구 성지로 93 (초읍동, 지상1층일부)",386937.99977924,188542.031338464,영업/정상,,부산진구,초읍동,초읍동 긴타로,초읍동 긴타로 051-8084802
358,커피스가모 인 서면(Coffee Sugamo in Seomyun),기타,,부산광역시 부산진구 부전동 418-2번지 지상1층전부,"부산광역시 부산진구 가야대로755번길 23 (부전동, 지상1층전부)",387085.678030279,186334.967478118,영업/정상,https://pcmap.place.naver.com/restaurant/1949452103/review/visitor#,부산진구,부전동,부전동 커피스가모 인 서면(Coffee Sugamo in Seomyun),부전동 커피스가모 인 서면(Coffee Sugamo in Seomyun) 
359,미다래서면점,분식,051-8058865,부산광역시 부산진구 전포동 313-17번지,"부산광역시 부산진구 동성로49번길 40, 1층 (전포동)",388208.79689542,185939.271770841,영업/정상,,부산진구,전포동,전포동 미다래서면점,전포동 미다래서면점 051-8058865
360,호호불똥,기타,,부산광역시 부산진구 부전동 522-23 지상1층,"부산광역시 부산진구 서면로 19-11, 지상1층 (부전동)",387389.041998498,185639.737826356,영업/정상,,부산진구,부전동,부전동 호호불똥,부전동 호호불똥 
361,아모제푸드(주) 카페아모제 부산서면점,기타,051-8103070,부산광역시 부산진구 부전동 503-15,"부산광역시 부산진구 가야대로 772, 지하2층 (부전동, 롯데백화점 부산본점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 아모제푸드(주) 카페아모제 부산서면점,부전동 아모제푸드(주) 카페아모제 부산서면점 051-8103070
362,오!육회,분식,051-8678581,부산광역시 부산진구 양정동 418-214번지,"부산광역시 부산진구 양지로 37, 1층 (양정동)",388611.993263943,187307.12142959,영업/정상,https://pcmap.place.naver.com/restaurant/1909042825/review/visitor#,부산진구,양정동,양정동 오!육회,양정동 오!육회 051-8678581
363,프랜즈,경양식,,부산광역시 부산진구 부전동 149-5번지 지상1층,"부산광역시 부산진구 서전로 20, 지상1층 (부전동)",387798.479598281,186214.046155557,영업/정상,,부산진구,부전동,부전동 프랜즈,부전동 프랜즈 
364,진돈까스,경양식,,부산광역시 부산진구 양정동 73-23번지,"부산광역시 부산진구 양정로 28, 1층 (양정동)",388937.258915676,187798.44599908,영업/정상,,부산진구,양정동,양정동 진돈까스,양정동 진돈까스 
365,양프로,경양식,051-808-1318,부산광역시 부산진구 부전동 240-23번지,"부산광역시 부산진구 서면로 36-1, 지하1층,1층 (부전동)",387459.335242883,185807.232912581,영업/정상,https://pcmap.place.naver.com/restaurant/1322387236/review/visitor#,부산진구,부전동,부전동 양프로,부전동 양프로 051-808-1318
366,투가이즈,호프/통닭,051-808-8321,부산광역시 부산진구 부전동 535-25 지상1층,"부산광역시 부산진구 신천대로62번길 12, 지상1층 (부전동)",387517.523370485,185508.267982684,영업/정상,,부산진구,부전동,부전동 투가이즈,부전동 투가이즈 051-808-8321
367,프룻앤모어(Fruits and more),경양식,,부산광역시 부산진구 양정동 116-19,"부산광역시 부산진구 연수로 56-1, 1층 (양정동)",389158.305779679,188179.281473933,영업/정상,https://pcmap.place.naver.com/restaurant/1988534662/review/visitor#,부산진구,양정동,양정동 프룻앤모어(Fruits and more),양정동 프룻앤모어(Fruits and more) 
368,(주)인생에프엔비루이팡가야점,중국식,,부산광역시 부산진구 가야동 56-2번지,"부산광역시 부산진구 가야대로 597, 1층 110호 (가야동, 한신센타뷰)",385548.398327258,185908.029905193,영업/정상,,부산진구,가야동,가야동 (주)인생에프엔비루이팡가야점,가야동 (주)인생에프엔비루이팡가야점 
369,김밥리더,한식,051-8030981,부산광역시 부산진구 부전동 142-14,"부산광역시 부산진구 서전로 9, 1층 (부전동)",387703.637309957,186249.367339647,영업/정상,https://pcmap.place.naver.com/restaurant/1118898088/review/visitor#,부산진구,부전동,부전동 김밥리더,부전동 김밥리더 051-8030981
370,미락칼국수&샤브샤브,한식,051-8030079,부산광역시 부산진구 부전동 474-1,"부산광역시 부산진구 서면문화로 33, 3층 (부전동)",387224.040877354,186469.98511629,영업/정상,https://pcmap.place.naver.com/restaurant/1787437582/review/visitor#,부산진구,부전동,부전동 미락칼국수&샤브샤브,부전동 미락칼국수&샤브샤브 051-8030079
371,정,한식,051-8022182,부산광역시 부산진구 전포동 379-4번지,"부산광역시 부산진구 전포대로122번길 13, 1층 (전포동)",388348.607462207,185157.101768522,영업/정상,,부산진구,전포동,전포동 정,전포동 정 051-8022182
372,외할매국밥,기타,,부산광역시 부산진구 초읍동 281-8번지 지상1층일부,"부산광역시 부산진구 새싹로 265-1 (초읍동, 지상1층일부)",386429.14318863,188656.50848637,영업/정상,https://pcmap.place.naver.com/restaurant/263206581/review/visitor#,부산진구,초읍동,초읍동 외할매국밥,초읍동 외할매국밥 
373,땅땅치킨가야동의대점,호프/통닭,051-895-6966,부산광역시 부산진구 가야동 460-20,"부산광역시 부산진구 엄광로178번길 3, 1층 103호 (가야동)",385300.964356388,185030.707301296,영업/정상,,부산진구,가야동,가야동 땅땅치킨가야동의대점,가야동 땅땅치킨가야동의대점 051-895-6966
374,착한일식당,일식,,부산광역시 부산진구 당감동 304-3,"부산광역시 부산진구 당감로50번길 21, 지상1층 (당감동)",385813.665647499,187145.528983663,영업/정상,,부산진구,당감동,당감동 착한일식당,당감동 착한일식당 
375,현스시,일식,,부산광역시 부산진구 연지동 7-2번지 1층,부산광역시 부산진구 성지로 56 (연지동),387130.437901997,188194.772700058,영업/정상,,부산진구,연지동,연지동 현스시,연지동 현스시 
376,신전떡볶이 당감점,분식,051-897-6339,부산광역시 부산진구 당감동 282-16 1층,"부산광역시 부산진구 당감로 40, 1층 (당감동)",385743.510110638,187013.65259309,영업/정상,,부산진구,당감동,당감동 신전떡볶이 당감점,당감동 신전떡볶이 당감점 051-897-6339
377,양정포차,한식,,부산광역시 부산진구 양정동 502-14번지,"부산광역시 부산진구 범양로126번길 13, 1층 (양정동)",388174.070053854,188084.120096328,영업/정상,,부산진구,양정동,양정동 양정포차,양정동 양정포차 
378,냠냠숯불두마리치킨(당감점),호프/통닭,,부산광역시 부산진구 당감동 269-46번지 1층,"부산광역시 부산진구 당감로34번길 23, 1층 (당감동)",385840.097251129,187002.401930818,영업/정상,https://pcmap.place.naver.com/restaurant/1181200254/review/visitor#,부산진구,당감동,당감동 냠냠숯불두마리치킨(당감점),당감동 냠냠숯불두마리치킨(당감점) 
379,삼돌식당,한식,051-8068622,부산광역시 부산진구 전포동 312-41번지,"부산광역시 부산진구 전포대로200번길 7, 지상1층 (전포동)",388180.187114371,185892.970033208,영업/정상,https://pcmap.place.naver.com/restaurant/16456042/review/visitor#,부산진구,전포동,전포동 삼돌식당,전포동 삼돌식당 051-8068622
380,사파리키친,한식,051-8118711,부산광역시 부산진구 초읍동 43-13,"부산광역시 부산진구 새싹로 295-1, B_1동 3층 (초읍동, 만남의광장)",385866.294509187,189075.051491051,영업/정상,,부산진구,초읍동,초읍동 사파리키친,초읍동 사파리키친 051-8118711
381,탄탄면공방부산롯데서면점,한식,02-20688598,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 탄탄면공방부산롯데서면점,부전동 탄탄면공방부산롯데서면점 02-20688598
382,차이홍,중국식,051-817-0525,부산광역시 부산진구 부암동 722-1 다선빌딩,"부산광역시 부산진구 백양산로54번길 9, 다선빌딩 지하1층 B102 일부호 (부암동)",384982.370938074,187999.954897536,영업/정상,,부산진구,부암동,부암동 차이홍,부암동 차이홍 051-817-0525
383,다온수제돈까스,기타,,부산광역시 부산진구 범천동 839-410번지 2층일부,"부산광역시 부산진구 자유평화로 21-4 (범천동, 2층일부)",387889.016847321,184447.583584687,영업/정상,,부산진구,범천동,범천동 다온수제돈까스,범천동 다온수제돈까스 
384,Dak Do Rai(닭도라이),한식,,부산광역시 부산진구 가야동 264-7,"부산광역시 부산진구 가야대로588번길 22, 1층 (가야동)",385403.36183283,185750.369360888,영업/정상,https://pcmap.place.naver.com/restaurant/1557108572/review/visitor#,부산진구,가야동,가야동 Dak Do Rai(닭도라이),가야동 Dak Do Rai(닭도라이) 
385,안쪽집,식육(숯불구이),07041498014,부산광역시 부산진구 부전동 168-440,"부산광역시 부산진구 중앙대로680번가길 80-14, 1,2층 (부전동)",387758.217147328,186102.950536535,영업/정상,https://pcmap.place.naver.com/restaurant/1045900166/review/visitor#,부산진구,부전동,부전동 안쪽집,부전동 안쪽집 07041498014
386,아이핫팟서면점,한식,02-34420110,부산광역시 부산진구 부전동 503-15번지,"부산광역시 부산진구 가야대로 772, 지하1층 (부전동, 롯데백화점)",387271.299492377,186099.137533193,영업/정상,,부산진구,부전동,부전동 아이핫팟서면점,부전동 아이핫팟서면점 02-34420110
387,나성족발,식육(숯불구이),,부산광역시 부산진구 부전동 406-21번지,"부산광역시 부산진구 부전로 120, 1층 (부전동)",387157.063425439,186540.276178645,영업/정상,https://pcmap.place.naver.com/restaurant/1015090605/review/visitor#,부산진구,부전동,부전동 나성족발,부전동 나성족발 
388,수목식당,기타,,부산광역시 부산진구 개금동 171-48 지상1층일부,"부산광역시 부산진구 냉정로 227 (개금동, 지상1층일부)",384417.14151438,185434.422523038,영업/정상,,부산진구,개금동,개금동 수목식당,개금동 수목식당 
389,들뜸,경양식,,부산광역시 부산진구 전포동 680-22,"부산광역시 부산진구 서전로38번길 35-14, 1층 (전포동)",388037.858311033,186049.155815,영업/정상,https://pcmap.place.naver.com/restaurant/1347698070/review/visitor#,부산진구,전포동,전포동 들뜸,전포동 들뜸 
390,철계점 민물회전문,횟집,051-8935266,부산광역시 부산진구 초읍동 104-7 지상1~2층,"부산광역시 부산진구 성지곡로 8 (초읍동, 지상1~2층)",386438.136144892,189012.146229361,영업/정상,https://pcmap.place.naver.com/restaurant/1081381457/review/visitor#,부산진구,초읍동,초읍동 철계점 민물회전문,초읍동 철계점 민물회전문 051-8935266
391,청진동감자탕,한식,,"부산광역시 부산진구 부전동 514-8 지상1층, 103호 서면블리체","부산광역시 부산진구 가야대로750번길 71, 지상1층 103호 (부전동, 서면블리체)",387182.079747131,185853.702749232,영업/정상,,부산진구,부전동,부전동 청진동감자탕,부전동 청진동감자탕 
392,다리원,중국식,051-8022444,부산광역시 부산진구 당감동 931번지,"부산광역시 부산진구 신천대로183번길 21, 1층 (당감동)",386650.066491469,186242.898426537,영업/정상,https://pcmap.place.naver.com/restaurant/35756143/review/visitor#,부산진구,당감동,당감동 다리원,당감동 다리원 051-8022444
393,성지식당,한식,051-8025508,부산광역시 부산진구 초읍동 225번지 성지상가,"부산광역시 부산진구 성지로83번길 11, 성지상가 1층 19호 (초읍동)",386953.124436278,188391.856055915,영업/정상,,부산진구,초읍동,초읍동 성지식당,초읍동 성지식당 051-8025508
394,서면정,한식,,부산광역시 부산진구 부전동 515-36 지상1층,"부산광역시 부산진구 부전로 58-1, 지상1층 (부전동)",387189.649619875,185953.714251698,영업/정상,https://pcmap.place.naver.com/restaurant/1328444318/review/visitor#,부산진구,부전동,부전동 서면정,부전동 서면정 
395,길세이로무시&만타스시,일식,,부산광역시 부산진구 연지동 340-8 지상1층일부,"부산광역시 부산진구 새싹로 168 (연지동, 지상1층일부)",386693.225390006,187703.72303918,영업/정상,,부산진구,연지동,연지동 길세이로무시&만타스시,연지동 길세이로무시&만타스시 
396,맥시칸치킨,식육(숯불구이),,부산광역시 부산진구 양정동 503-25번지,"부산광역시 부산진구 범양로126번길 22, 1층 (양정동)",388218.872645952,188063.861139004,영업/정상,,부산진구,양정동,양정동 맥시칸치킨,양정동 맥시칸치킨 
397,철이네,한식,051-8056693,부산광역시 부산진구 전포동 657-20,"부산광역시 부산진구 동천로132번길 12-5, 1층 (전포동)",387909.698002628,186539.953931089,영업/정상,https://pcmap.place.naver.com/restaurant/36504541/review/visitor#,부산진구,전포동,전포동 철이네,전포동 철이네 051-8056693
398,돈마네감자탕,한식,051-3415816,부산광역시 부산진구 부암동 339-12번지,"부산광역시 부산진구 동평로127번길 26, 1층 (부암동)",386078.4336396,187274.237248592,영업/정상,https://pcmap.place.naver.com/restaurant/1707792666/review/visitor#,부산진구,부암동,부암동 돈마네감자탕,부암동 돈마네감자탕 051-3415816
399,김씨반주,한식,,부산광역시 부산진구 부전동 168-391번지 지상1층,"부산광역시 부산진구 중앙대로680번가길 80-17, 지상1층 (부전동)",387794.106125472,186144.349045862,영업/정상,https://pcmap.place.naver.com/restaurant/1340286191/review/visitor#,부산진구,부전동,부전동 김씨반주,부전동 김씨반주 
400,승승(개금백병원점),식육(숯불구이),,부산광역시 부산진구 개금동 540-146번지,"부산광역시 부산진구 엄광로 48-1, 1층 (개금동)",384136.891936231,185077.553510604,영업/정상,https://pcmap.place.naver.com/restaurant/1671614444/review/visitor#,부산진구,개금동,개금동 승승(개금백병원점),개금동 승승(개금백병원점) 
