사업장명,업태구분명,소재지전화,소재지전체주소,도로명전체주소,좌표정보(x),좌표정보(y),영업상태명,naver_map_url,구,동,검색어,검색어2
소풍가는날,한식,,부산광역시 부산진구 부암동 538-14 협성프라자,"부산광역시 부산진구 당감로 104, 협성프라자 1층 (부암동)",385620.26098377,187648.451273509,영업/정상,,부산진구,부암동,부암동 소풍가는날,부암동 소풍가는날 
SOL(쏠),기타,,부산광역시 부산진구 당감동 302-3,"부산광역시 부산진구 동평로 105-1, 2층 (당감동)",385881.248164996,187109.194019557,영업/정상,,부산진구,당감동,당감동 SOL(쏠),당감동 SOL(쏠) 
몽구,기타,,부산광역시 부산진구 부전동 168-7,"부산광역시 부산진구 중앙대로680번가길 79, 2층 (부전동)",387725.24922191,186148.050880603,영업/정상,,부산진구,부전동,부전동 몽구,부전동 몽구 
가솔린앤로지스 부산본점,일식,,부산광역시 부산진구 부전동 117-6,"부산광역시 부산진구 서전로9번길 14, 1층 103호 (부전동)",387706.606262004,186309.772247214,영업/정상,,부산진구,부전동,부전동 가솔린앤로지스 부산본점,부전동 가솔린앤로지스 부산본점 
황금이네,한식,,부산광역시 부산진구 부암동 387-11,"부산광역시 부산진구 백양순환로 149-1, 1층 (부암동)",385915.061731306,187259.276689522,영업/정상,,부산진구,부암동,부암동 황금이네,부암동 황금이네 
비어샵,호프/통닭,,부산광역시 부산진구 전포동 313-8,"부산광역시 부산진구 전포대로210번길 24-7, 1-2층 (전포동)",388266.917268811,185959.303559676,영업/정상,,부산진구,전포동,전포동 비어샵,전포동 비어샵 
잔잔해,한식,,부산광역시 부산진구 전포동 196-27,"부산광역시 부산진구 전포대로256번길 20-6, 1층 (전포동)",388208.580769464,186393.509174574,영업/정상,,부산진구,전포동,전포동 잔잔해,전포동 잔잔해 
오딘,기타,,부산광역시 부산진구 부전동 240-12,"부산광역시 부산진구 신천대로62번길 61, 1층 (부전동)",387485.193082533,185761.086399974,영업/정상,,부산진구,부전동,부전동 오딘,부전동 오딘 
깍둑소,한식,,부산광역시 부산진구 범천동 839-16,"부산광역시 부산진구 자유평화로 21-14, 1층 (범천동)",387885.702655073,184512.415231238,영업/정상,,부산진구,범천동,범천동 깍둑소,범천동 깍둑소 
국제통닭 양정점,호프/통닭,,부산광역시 부산진구 양정동 501-23,"부산광역시 부산진구 동평로 373-2, 1층 (양정동)",388147.460919685,188153.712096962,영업/정상,,부산진구,양정동,양정동 국제통닭 양정점,양정동 국제통닭 양정점 
아이(I) 독도해물알찜&차돌쭈꾸미찜,한식,,부산광역시 부산진구 당감동 488-2,"부산광역시 부산진구 백양대로136번길 90, 1층 (당감동)",385240.396161005,186868.381884058,영업/정상,,부산진구,당감동,당감동 아이(I) 독도해물알찜&차돌쭈꾸미찜,당감동 아이(I) 독도해물알찜&차돌쭈꾸미찜 
산지횟집,횟집,,부산광역시 부산진구 연지동 71-12,"부산광역시 부산진구 성지로14번길 3, 1층 (연지동)",387172.811766097,187788.711348565,영업/정상,,부산진구,연지동,연지동 산지횟집,연지동 산지횟집 
퓨링크,경양식,,부산광역시 부산진구 전포동 354-41,"부산광역시 부산진구 전포대로186번길 34, 1층 (전포동)",388321.705499271,185714.599410721,영업/정상,,부산진구,전포동,전포동 퓨링크,전포동 퓨링크 
미도 난바,일식,051-816-6526,부산광역시 부산진구 부전동 408-30,"부산광역시 부산진구 부전로 117-5, 1층 (부전동)",387120.096731106,186554.414787924,영업/정상,,부산진구,부전동,부전동 미도 난바,부전동 미도 난바 051-816-6526
샐픽(salpick),기타,,부산광역시 부산진구 가야동 60-4,"부산광역시 부산진구 가야대로507번길 164, 3층 (가야동)",385344.513811202,186014.401196794,영업/정상,,부산진구,가야동,가야동 샐픽(salpick),가야동 샐픽(salpick) 
바른치킨 부산당감점,호프/통닭,,부산광역시 부산진구 당감동 671-5,"부산광역시 부산진구 백양순환로17번길 5-2, 1층 (당감동)",385127.692961585,187133.949056672,영업/정상,,부산진구,당감동,당감동 바른치킨 부산당감점,당감동 바른치킨 부산당감점 
순살만공격,분식,051-5240200,부산광역시 부산진구 범전동 450 삼한골든뷰 센트럴파크,"부산광역시 부산진구 중앙대로 821, 201동 113호 (범전동, 삼한골든뷰 센트럴파크)",387939.473018603,187062.522735753,영업/정상,,부산진구,범전동,범전동 순살만공격,범전동 순살만공격 051-5240200
고주,경양식,,부산광역시 부산진구 전포동 309-24,"부산광역시 부산진구 서전로58번길 34, 1층 (전포동)",388185.61592993,186077.403758415,영업/정상,,부산진구,전포동,전포동 고주,전포동 고주 
나성족발,기타,,부산광역시 부산진구 부전동 514-1,"부산광역시 부산진구 부전로 57, 1층 (부전동)",387170.668810504,185899.880293904,영업/정상,,부산진구,부전동,부전동 나성족발,부전동 나성족발 
옥산1257,한식,,부산광역시 부산진구 전포동 356-45,"부산광역시 부산진구 동성로25번길 27-6, 2층 (전포동)",388269.591417644,185656.239641627,영업/정상,,부산진구,전포동,전포동 옥산1257,전포동 옥산1257 
장모님찬스,한식,,부산광역시 부산진구 양정동 361-1,"부산광역시 부산진구 양지로11번길 16, 1층 (양정동)",388551.555118044,187567.403851048,영업/정상,,부산진구,양정동,양정동 장모님찬스,양정동 장모님찬스 
심이베커피,기타,,부산광역시 부산진구 전포동 309-4,"부산광역시 부산진구 서전로58번길 40, 지하1층 (전포동)",388180.229380377,186050.052147649,영업/정상,,부산진구,전포동,전포동 심이베커피,전포동 심이베커피 
힙플,기타,,부산광역시 부산진구 전포동 667-14,"부산광역시 부산진구 서전로 27, 3층 (전포동)",387886.018399974,186258.12850915,영업/정상,,부산진구,전포동,전포동 힙플,전포동 힙플 
BBQ 부산개금스마트점,호프/통닭,,부산광역시 부산진구 개금동 540-195,"부산광역시 부산진구 엄광로 52-1, 1층 (개금동)",384186.099140076,185076.916967308,영업/정상,,부산진구,개금동,개금동 BBQ 부산개금스마트점,개금동 BBQ 부산개금스마트점 
모심,기타,,부산광역시 부산진구 부전동 168-129,"부산광역시 부산진구 서전로10번길 23, 1층 (부전동)",387664.962175613,186109.792248149,영업/정상,,부산진구,부전동,부전동 모심,부전동 모심 
두들리도넛,한식,,부산광역시 부산진구 전포동 676-8,"부산광역시 부산진구 서전로46번길 31, 1층 (전포동)",388088.810979504,186070.116395337,영업/정상,,부산진구,전포동,전포동 두들리도넛,전포동 두들리도넛 
공순대 서면점,분식,051-997-9992,부산광역시 부산진구 부전동 517-3,"부산광역시 부산진구 서면로 55-1, 1층 (부전동)",387416.829909961,185997.676006804,영업/정상,,부산진구,부전동,부전동 공순대 서면점,부전동 공순대 서면점 051-997-9992
11시 17분,기타,,부산광역시 부산진구 전포동 309-5 경남빌딩,"부산광역시 부산진구 전포대로216번길 7, 경남빌딩 1층 (전포동)",388183.470795901,186033.387710388,영업/정상,,부산진구,전포동,전포동 11시 17분,전포동 11시 17분 
봄숲,기타,,부산광역시 부산진구 전포동 360-5,"부산광역시 부산진구 동성로15번길 24, 1층 (전포동)",388291.985744544,185589.741916954,영업/정상,,부산진구,전포동,전포동 봄숲,전포동 봄숲 
버터쿡(Butter Cook),경양식,,부산광역시 부산진구 전포동 360-5,"부산광역시 부산진구 동성로15번길 24, 2층 (전포동)",388291.985744544,185589.741916954,영업/정상,,부산진구,전포동,전포동 버터쿡(Butter Cook),전포동 버터쿡(Butter Cook) 
더하다 서면점,기타,070-40420732,부산광역시 부산진구 부전동 560-10,"부산광역시 부산진구 신천대로 163, 1층 (부전동)",386780.122269032,186063.151090573,영업/정상,,부산진구,부전동,부전동 더하다 서면점,부전동 더하다 서면점 070-40420732
펑키클로버(Funky Clover),기타,,부산광역시 부산진구 전포동 306-18,"부산광역시 부산진구 서전로58번길 33, 1층 (전포동)",388205.027732882,186073.230656453,영업/정상,,부산진구,전포동,전포동 펑키클로버(Funky Clover),전포동 펑키클로버(Funky Clover) 
나인커피,기타,,부산광역시 부산진구 범천동 848-8,"부산광역시 부산진구 범일로 176, 2층 201호 (범천동)",387633.425009133,184888.411367302,영업/정상,,부산진구,범천동,범천동 나인커피,범천동 나인커피 
카네다독고,한식,,부산광역시 부산진구 전포동 354-3,"부산광역시 부산진구 동성로25번길 6, 2층 (전포동)",388376.844919623,185694.475962645,영업/정상,,부산진구,전포동,전포동 카네다독고,전포동 카네다독고 
별미육,식육(숯불구이),051-804-8481,부산광역시 부산진구 부전동 168-10,"부산광역시 부산진구 서전로10번길 11, 1층 (부전동)",387697.780590392,186158.703838465,영업/정상,,부산진구,부전동,부전동 별미육,부전동 별미육 051-804-8481
찐스지,기타,,부산광역시 부산진구 당감동 335-4,"부산광역시 부산진구 당감서로 57-2, 1층 (당감동)",385484.610363887,187041.676133164,영업/정상,,부산진구,당감동,당감동 찐스지,당감동 찐스지 
돈스,한식,,부산광역시 부산진구 개금동 184-29,"부산광역시 부산진구 가야대로492번길 16, 1층 (개금동)",384517.996432353,185572.838837783,영업/정상,,부산진구,개금동,개금동 돈스,개금동 돈스 
착한몰,분식,,부산광역시 부산진구 개금동 612-9번지,"부산광역시 부산진구 냉정로160번길 17, 1층 (개금동)",383782.898676189,185163.048582859,영업/정상,,부산진구,개금동,개금동 착한몰,개금동 착한몰 
소연옥,일식,,부산광역시 부산진구 전포동 340-36번지,"부산광역시 부산진구 동성로39번길 32, 1층 (전포동)",388250.673130207,185836.275447214,영업/정상,,부산진구,전포동,전포동 소연옥,전포동 소연옥 
초빼이,한식,,부산광역시 부산진구 전포동 192-8,"부산광역시 부산진구 전포대로256번길 15, 1층 일부호 (전포동)",388212.016573669,186433.648797776,영업/정상,,부산진구,전포동,전포동 초빼이,전포동 초빼이 
정담은,한식,,부산광역시 부산진구 양정동 260-6,"부산광역시 부산진구 동평로405번길 93, 1층 (양정동)",388685.813912443,188448.773852252,영업/정상,,부산진구,양정동,양정동 정담은,양정동 정담은 
소림마라 부산진구점,분식,051-522-9553,부산광역시 부산진구 부암동 373-7,"부산광역시 부산진구 당감로64번길 68, 1층 (부암동)",385983.651198239,187363.020207165,영업/정상,,부산진구,부암동,부암동 소림마라 부산진구점,부암동 소림마라 부산진구점 051-522-9553
용이분식,분식,,부산광역시 부산진구 연지동 180-1번지,"부산광역시 부산진구 연지로 10, A동 1층 (연지동)",386780.43049856,187645.974419012,영업/정상,,부산진구,연지동,연지동 용이분식,연지동 용이분식 
몽돌회초밥,분식,,부산광역시 부산진구 초읍동 291-3,"부산광역시 부산진구 성지로 155, 1층 (초읍동)",386446.673084526,188869.55406071,영업/정상,,부산진구,초읍동,초읍동 몽돌회초밥,초읍동 몽돌회초밥 
낮밤,호프/통닭,,부산광역시 부산진구 부전동 149-14번지,"부산광역시 부산진구 동천로95번길 4, 2층 (부전동)",387821.574609584,186186.571362291,영업/정상,,부산진구,부전동,부전동 낮밤,부전동 낮밤 
노크서면직영점,기타,02--64021324,부산광역시 부산진구 부전동 205-2 CGV대한,"부산광역시 부산진구 중앙대로692번길 16, CGV대한 2층 (부전동)",387658.352632351,185836.342585537,영업/정상,,부산진구,부전동,부전동 노크서면직영점,부전동 노크서면직영점 02--64021324
빌(BIL),경양식,,부산광역시 부산진구 전포동 684-2번지,"부산광역시 부산진구 전포대로209번길 39, 2층 (전포동)",387922.657004199,185961.927545315,영업/정상,,부산진구,전포동,전포동 빌(BIL),전포동 빌(BIL) 
달토끼의 떡볶이 흡입구역(서면점),분식,,부산광역시 부산진구 범전동 450번지 삼한골든뷰 센트럴파크,"부산광역시 부산진구 중앙대로 821, 201동 1층 118호 (범전동, 삼한골든뷰 센트럴파크)",387939.473018603,187062.522735753,영업/정상,,부산진구,범전동,범전동 달토끼의 떡볶이 흡입구역(서면점),범전동 달토끼의 떡볶이 흡입구역(서면점) 
연선생,한식,,부산광역시 부산진구 범천동 849-2,"부산광역시 부산진구 범일로192번길 10, 1층 (범천동)",387677.965536898,185010.175729412,영업/정상,,부산진구,범천동,범천동 연선생,범천동 연선생 
청년피자부산진구점,경양식,,부산광역시 부산진구 연지동 190-58 삼선빌라,"부산광역시 부산진구 동평로235번길 21, 1층 106호 (연지동, 삼선빌라)",386870.413651692,187665.700842112,영업/정상,,부산진구,연지동,연지동 청년피자부산진구점,연지동 청년피자부산진구점 
루나,호프/통닭,,부산광역시 부산진구 개금동 544-3번지,"부산광역시 부산진구 냉정로 216, 2층 (개금동)",384310.177896215,185385.945423222,영업/정상,,부산진구,개금동,개금동 루나,개금동 루나 
원화랑,기타,,부산광역시 부산진구 전포동 220-1번지,"부산광역시 부산진구 서전로68번길 39, 1층 (전포동)",388301.92886077,186051.669993947,영업/정상,,부산진구,전포동,전포동 원화랑,전포동 원화랑 
쌍둥이 숯불 두마리치킨,호프/통닭,,부산광역시 부산진구 양정동 418-263,"부산광역시 부산진구 양지로 28, 1층 (양정동)",388554.927600266,187376.226894683,영업/정상,,부산진구,양정동,양정동 쌍둥이 숯불 두마리치킨,양정동 쌍둥이 숯불 두마리치킨 
사랑담은 묵은지찜찌개 부산시청점,한식,051-862-3323,부산광역시 부산진구 양정동 184-6번지,"부산광역시 부산진구 거제천로40번길 26, 1층 (양정동, 월드그린)",388755.741693635,188594.469260066,영업/정상,,부산진구,양정동,양정동 사랑담은 묵은지찜찌개 부산시청점,양정동 사랑담은 묵은지찜찌개 부산시청점 051-862-3323
